ADIDU,no_corr,gr0,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9
24560136,0,0,3,36,38,35,28,39,29,18,6
24560137,0,3,13,145,153,108,117,137,102,59,40
24560138,1,2,2,46,51,35,37,52,32,23,10
24560139,0,11,26,139,193,126,169,148,92,42,14
24560140,0,0,2,60,78,42,49,41,43,13,4
24560141,0,1,5,58,59,37,36,29,20,8,3
24560142,0,1,7,109,115,58,51,50,32,13,2
24560143,0,2,5,62,69,40,35,41,17,9,2
24560144,0,0,5,57,68,46,53,38,25,10,1
24560145,0,3,5,70,72,37,47,43,27,6,0
24560146,0,2,3,74,76,60,46,34,22,8,3
24560147,0,2,12,157,154,94,100,94,38,23,7
24560148,0,6,10,73,89,60,79,66,40,21,6
24560149,0,2,3,94,90,50,44,43,22,5,2
24560150,0,3,4,69,69,52,36,43,23,7,3
24560151,0,0,5,91,91,57,54,49,21,7,1
24560152,0,0,5,75,99,54,43,41,17,8,1
24560153,0,0,3,63,75,30,41,30,15,4,4
24560154,0,0,3,45,54,33,31,25,18,8,4
24560155,0,0,2,61,66,43,45,39,21,8,3
24560156,0,0,4,85,69,44,39,34,21,6,3
24560157,0,0,1,62,53,38,22,20,14,8,1
24560158,0,0,2,54,43,29,28,17,14,1,0
24560159,0,0,0,44,39,22,19,18,9,7,0
24560160,0,0,2,57,56,33,26,21,10,0,4
24560161,0,1,0,66,61,40,29,18,14,4,3
24560162,0,0,3,80,82,56,31,24,14,6,2
24560163,0,0,4,76,91,57,39,23,18,5,2
24560164,0,0,2,58,59,39,31,17,9,4,3
24560165,0,2,5,61,76,56,51,55,24,5,5
24560166,0,1,4,79,86,53,53,44,27,15,2
24560167,0,0,1,88,80,40,41,34,25,8,3
24560168,0,1,5,62,70,48,48,42,19,10,9
24560169,0,0,0,3,2,1,2,1,4,1,1
24560170,0,0,4,65,56,48,45,26,21,8,1
24560171,0,2,9,68,85,38,44,30,31,16,1
24560172,0,2,5,71,72,40,30,50,33,11,5
24560173,0,1,5,56,58,38,30,44,22,15,4
24560174,0,3,5,73,73,66,49,60,26,15,3
24560175,0,1,6,74,77,47,61,38,27,15,1
24560176,0,0,3,72,76,35,39,31,23,10,4
24560177,0,0,1,50,69,40,28,31,16,9,6
24560178,0,1,0,70,47,33,25,36,24,9,2
24560179,0,0,4,49,45,38,39,35,16,9,6
24560180,0,0,2,39,52,27,28,24,16,7,4
24560181,0,0,3,33,33,25,25,13,15,7,4
24560182,0,1,2,46,42,42,30,32,18,10,4
24560183,0,0,1,44,38,38,30,25,18,7,1
24560184,0,1,3,52,58,42,38,39,29,12,2
24560185,0,0,1,79,72,61,54,37,31,11,6
24560186,0,1,3,68,72,44,57,37,16,9,8
24560187,0,0,1,59,58,32,37,27,21,4,12
24560188,0,0,1,68,64,37,34,30,14,9,8
24560189,0,0,1,75,72,57,29,27,20,6,5
24560190,0,0,2,45,58,35,29,25,15,6,4
24560191,0,0,4,77,75,46,35,33,32,18,4
24560192,0,0,2,64,67,54,32,41,34,14,4
24560193,0,0,0,66,52,39,46,32,17,7,3
24560194,0,0,3,91,90,62,42,35,27,6,7
24560195,0,0,7,64,74,52,54,38,31,11,9
24560196,0,5,5,49,60,48,46,36,26,9,5
24560197,0,2,1,63,70,53,39,31,26,9,3
24560198,0,2,1,69,59,47,33,31,24,10,7
24560199,0,0,1,68,53,62,43,38,14,8,6
24560200,0,0,5,102,84,65,58,38,18,13,4
24560201,0,1,4,99,94,78,40,44,22,12,1
24560202,0,1,0,101,112,63,50,45,22,10,11
24560203,0,0,3,74,61,33,36,24,19,7,2
24560204,0,1,2,94,101,54,53,52,34,14,5
24560205,0,1,4,79,85,40,47,28,21,7,3
24560206,0,2,8,93,82,49,53,40,22,8,4
24560207,0,0,4,51,51,34,32,23,20,8,3
24560208,0,4,4,129,110,87,75,63,40,22,6
24560209,0,1,5,108,94,68,46,45,25,14,7
24560210,0,3,4,84,76,47,43,38,19,10,6
24560211,0,3,10,125,145,93,91,95,71,50,13
24560212,0,1,1,42,45,32,29,37,24,7,12
24560213,1,1,7,96,91,63,74,63,43,18,7
24560214,0,2,3,73,79,64,49,60,40,25,11
24560215,0,2,2,60,66,46,44,40,39,24,12
24560216,0,1,8,60,84,50,46,40,46,33,15
24560217,0,1,7,60,82,57,55,54,41,33,7
24560218,0,7,16,184,203,137,137,126,68,41,20
24560219,0,4,5,109,98,70,68,39,29,14,5
24560220,0,0,3,72,73,48,48,47,25,10,3
24560221,0,0,2,65,65,53,54,45,32,14,6
24560222,0,1,6,52,57,33,31,30,20,9,0
24560223,0,1,2,58,70,35,37,30,23,11,1
24560224,0,0,5,65,79,42,51,40,22,11,2
24560225,0,0,2,48,52,27,40,17,21,9,4
24560226,0,0,2,90,88,50,48,29,18,8,5
24560227,0,0,3,49,55,35,30,24,19,3,2
24560228,0,0,8,48,61,38,29,32,19,14,0
24560229,0,3,6,91,126,73,71,46,29,20,5
24560230,0,1,5,58,58,40,31,36,30,11,2
24560231,0,1,7,76,82,55,43,41,23,16,5
24560232,0,1,8,61,63,42,39,28,17,9,1
24560233,0,0,4,79,72,41,45,31,22,11,3
24560234,0,2,3,77,77,49,52,53,21,9,1
24560235,0,3,7,84,100,64,62,50,22,9,1
24560236,0,2,5,100,102,65,62,38,33,10,3
24560237,0,0,4,76,71,43,41,35,23,7,4
24560238,0,1,5,88,86,45,47,30,23,6,4
24560239,0,2,10,64,64,57,37,28,21,5,1
24560240,0,2,4,64,67,29,30,26,14,5,1
24560241,0,1,5,79,77,39,40,31,15,6,1
24560242,0,1,16,211,189,121,117,115,54,12,12
24560243,0,0,0,64,57,39,33,17,11,2,1
24560244,0,0,1,49,59,39,50,36,21,10,1
24560245,0,2,10,81,73,53,59,43,29,10,5
24560246,0,8,17,204,186,153,163,148,73,26,14
24560247,0,4,3,58,66,38,41,43,32,20,7
24560248,0,1,3,54,75,43,49,49,36,23,7
24560249,0,1,7,71,75,53,55,56,44,19,6
24560250,0,1,12,90,121,88,84,78,61,30,10
24560251,0,1,7,61,65,52,47,51,33,25,6
24560252,0,1,7,48,68,48,45,54,37,24,12
24560253,0,5,6,48,58,42,41,35,33,20,9
24560254,0,4,9,56,85,49,49,54,48,22,9
24560255,0,0,5,88,89,54,42,57,28,17,9
24560256,0,2,3,79,79,62,61,64,54,34,13
24560257,0,0,2,63,70,66,52,46,41,33,9
24560258,0,1,3,60,67,55,52,56,45,30,14
24560259,0,0,5,58,60,46,44,40,34,16,7
24560260,0,0,0,0,3,0,1,1,0,0,0
24560261,0,2,4,87,95,64,57,60,40,11,3
24560262,0,3,25,273,308,180,195,166,101,39,16
24560263,0,0,1,73,60,40,34,32,15,7,3
24560264,0,0,3,51,43,39,32,29,16,4,3
24560265,0,0,2,61,55,43,47,52,28,12,5
24560266,0,1,4,74,82,45,40,46,21,12,7
24560267,0,1,9,67,43,41,43,42,29,14,6
24560268,0,0,3,70,73,45,41,48,23,11,5
24560269,0,1,5,75,91,48,50,46,27,14,8
24560270,0,1,6,92,83,83,74,78,48,35,19
24560271,0,2,10,135,129,100,95,92,79,47,32
24560272,0,4,8,113,108,67,90,90,60,37,14
24560273,0,1,4,82,94,54,55,58,38,29,9
24560274,0,1,5,65,69,47,48,51,40,28,22
24560275,0,5,6,91,96,56,61,52,31,34,9
24560276,0,2,4,130,126,83,71,83,47,23,15
24560277,0,1,2,90,97,76,50,38,43,15,5
24560278,0,0,1,62,71,51,42,51,24,25,5
24560279,0,2,5,103,79,54,50,38,28,16,4
24560280,0,0,3,88,100,74,73,56,30,15,7
24560281,0,0,1,46,39,41,35,30,16,11,2
24560282,0,1,3,70,59,44,39,39,27,10,4
24560283,0,3,1,54,60,45,44,27,21,6,3
24560284,0,0,2,64,67,36,42,39,28,17,4
24560285,0,2,9,80,90,79,67,55,37,20,7
24560286,0,3,13,146,151,107,112,96,63,25,9
24560287,1,3,12,177,232,134,178,134,79,30,12
24560288,0,2,5,58,76,53,52,46,26,17,4
24560289,0,0,6,71,83,67,64,64,43,22,10
24560290,0,0,2,70,59,40,39,38,18,13,5
24560291,0,0,7,62,80,37,28,34,26,9,6
24560292,0,0,1,71,68,39,52,48,26,11,12
24560293,0,0,6,61,62,48,27,38,25,17,11
24560294,0,1,2,52,62,44,32,41,23,18,1
24560295,0,0,4,74,76,47,47,30,21,7,4
24560297,0,1,5,41,63,36,44,46,37,30,11
24560298,0,3,4,53,66,44,42,44,33,23,8
24560299,0,1,4,56,61,45,42,45,34,21,8
24560300,0,1,5,70,77,57,53,57,43,26,10
24560301,0,1,6,93,102,76,71,75,57,35,14
24560302,0,1,4,58,64,48,44,47,36,22,9
24560303,0,0,3,49,52,40,37,40,31,18,7
24560304,0,2,3,93,91,54,78,79,62,39,25
24560305,0,1,3,43,47,41,43,50,35,22,9
24560306,0,1,3,47,50,44,46,54,37,24,10
24560307,0,0,4,47,60,50,47,46,43,26,13
24560308,0,1,6,67,85,71,66,65,61,38,19
24560309,0,1,4,74,83,68,64,69,56,37,17
24560310,0,1,6,72,92,76,72,70,66,41,20
24560311,0,0,3,36,45,38,35,34,32,20,11
24560312,0,1,3,59,66,55,52,55,45,29,13
24560313,0,1,3,47,52,43,41,42,35,23,10
24560314,0,1,3,41,43,39,40,45,38,23,15
24560315,0,1,6,76,81,72,75,84,72,42,27
24560316,0,3,4,69,76,67,69,80,56,37,15
24560317,0,1,5,73,78,69,72,81,69,40,26
24560318,0,0,3,45,49,43,45,49,43,25,16
24560319,0,1,6,76,88,64,61,63,52,31,15
24560320,0,0,4,50,57,42,40,41,34,21,10
24560321,0,1,6,75,86,63,60,62,51,31,15
24560322,0,1,5,62,72,53,50,51,42,26,12
24560323,0,0,1,47,45,41,48,43,47,24,13
24560324,0,0,4,66,77,56,52,54,45,27,13
24560325,0,1,5,72,81,79,75,95,76,53,28
24560326,0,1,4,56,63,62,58,73,59,41,21
24560327,0,1,3,36,40,39,37,47,38,26,14
24560328,0,1,6,75,85,83,79,99,79,56,29
24560329,0,1,8,103,121,85,87,103,86,42,19
24560330,0,1,8,104,121,86,88,103,86,42,20
24560331,0,0,3,56,66,52,38,26,32,8,3
24560332,0,2,6,70,65,47,50,40,32,22,9
24560333,0,1,5,83,115,57,64,57,42,17,6
24560334,0,1,2,3,1,3,5,1,1,1,1
24560335,0,1,1,46,57,37,38,26,15,7,0
24560336,0,0,0,35,45,41,31,33,37,14,9
24560337,0,0,3,60,71,36,30,35,37,17,7
24560338,0,2,8,55,67,58,73,59,39,15,5
24560339,0,0,5,64,73,50,56,38,22,13,4
24560340,0,1,3,47,56,43,41,35,41,9,4
24560341,0,0,3,70,78,40,31,24,11,2,1
24560342,0,0,3,109,96,61,52,34,19,9,5
24560343,0,0,0,55,70,39,37,33,24,11,2
24560344,0,1,4,83,91,58,40,48,28,9,3
24560345,0,0,5,46,60,39,40,36,21,5,3
24560346,0,2,6,54,76,49,53,37,20,10,6
24570012,0,25,67,691,763,499,509,393,218,84,25
24570013,0,5,8,67,68,40,48,46,27,5,5
24570014,0,1,8,65,62,36,41,44,35,10,11
24570015,0,1,4,55,68,35,39,36,13,8,0
24570016,0,3,4,47,62,33,47,44,16,18,2
24570017,0,2,1,65,61,38,45,40,21,17,5
24570018,0,0,1,49,61,38,31,28,22,14,2
24570019,0,0,4,59,55,38,37,31,25,11,2
24570020,0,1,5,61,54,38,44,34,12,12,3
24570021,0,1,5,56,53,31,35,34,25,7,1
24570022,0,1,2,74,82,45,46,48,20,10,4
24570023,0,0,7,71,82,52,42,35,28,13,3
24570024,0,0,1,72,56,32,28,20,14,9,2
24570025,0,0,5,66,64,53,38,32,28,16,2
24570026,0,1,2,53,48,30,32,22,24,11,2
24570027,0,1,1,42,48,19,32,29,24,7,6
24570028,0,0,4,66,61,24,22,25,12,13,4
24570036,0,7,24,102,134,104,109,125,64,22,12
24570037,0,0,3,67,70,43,40,24,17,1,4
24570038,0,3,7,49,78,48,57,47,21,12,1
24570039,0,3,1,49,44,51,38,44,32,5,2
24570040,0,7,8,72,108,84,74,63,31,14,4
24570041,0,3,6,76,59,35,37,29,17,9,5
24570042,0,2,12,51,66,39,43,46,29,14,2
24570043,0,1,13,140,139,95,73,66,39,19,6
24570044,0,1,3,44,67,32,37,35,21,9,5
24570045,0,1,1,46,55,41,32,25,22,7,4
24570046,0,3,9,82,91,65,58,65,38,10,7
24570047,0,1,1,64,76,44,51,40,15,11,5
24570048,0,5,13,103,88,62,65,48,31,21,5
24570049,1,6,6,80,100,58,61,66,27,11,2
24570050,0,6,11,114,139,93,86,94,50,22,8
24570051,0,0,6,44,68,45,40,40,16,13,9
24570052,0,8,8,134,141,82,98,82,32,27,11
24570053,0,0,6,59,72,39,42,31,12,19,4
24570054,0,3,4,102,116,72,83,64,36,18,8
24570055,0,1,7,74,77,49,54,44,31,11,5
24570056,0,2,6,75,78,49,50,37,26,13,2
24570057,0,0,3,75,79,53,43,54,28,14,5
24570058,0,1,5,77,70,47,42,37,36,7,4
24570059,0,7,15,95,101,71,81,73,34,14,4
24570060,0,2,5,65,60,51,55,56,17,11,3
24570061,0,2,6,66,70,36,34,36,27,13,9
24570062,0,3,1,79,71,49,45,39,22,9,5
24570063,0,0,5,64,67,35,40,20,15,5,3
24570064,0,1,4,63,88,52,47,49,29,11,4
24570065,0,0,4,69,78,37,53,39,20,15,6
24570066,0,1,3,55,65,21,31,35,22,14,2
24570068,0,1,2,64,91,34,54,54,32,15,7
24570069,0,1,2,74,92,44,36,39,15,9,2
24570070,0,0,5,152,148,89,101,56,29,26,5
24570071,0,0,4,66,63,46,41,28,14,5,4
24570072,0,1,6,56,76,46,37,40,38,25,11
24570073,0,1,4,80,109,68,55,49,52,17,8
24570074,0,2,13,129,150,80,87,75,31,22,4
24570075,0,1,2,64,69,37,31,27,13,7,3
24570076,0,7,6,72,94,45,64,56,28,13,4
24570077,0,2,3,50,67,33,38,28,19,8,3
24570078,0,2,6,98,104,55,64,44,34,13,3
24570079,0,1,6,74,83,44,53,43,22,11,3
24570080,0,1,5,61,69,36,43,35,18,9,3
24570081,0,2,7,73,90,45,45,41,20,10,4
24570082,0,1,5,54,62,33,39,32,16,8,2
24570083,0,6,14,111,133,78,87,75,48,20,8
24570084,0,7,7,126,147,92,117,91,53,24,8
24570088,0,1,11,70,95,49,58,36,20,13,3
24570089,0,1,4,70,88,48,67,40,28,17,9
24570136,0,12,21,116,115,88,126,129,89,36,20
24570138,1,3,16,268,299,164,169,151,78,36,9
24570139,0,0,7,62,88,59,45,48,29,17,2
24570140,0,1,6,57,44,31,43,31,17,8,0
24570141,0,1,6,119,102,74,75,58,35,19,4
24570142,0,0,5,99,99,71,59,64,34,17,4
24570143,0,1,6,43,52,27,28,28,17,6,6
24570144,0,2,8,73,88,49,38,39,28,11,3
24570145,0,3,7,59,72,48,42,36,24,6,3
24570146,0,2,2,54,64,35,36,38,21,7,2
24570147,0,3,8,58,63,46,32,49,20,8,2
24570148,0,4,3,52,67,44,36,41,29,10,5
24570149,0,2,12,98,86,51,59,52,30,12,2
24570150,0,0,4,86,79,48,43,37,22,12,2
24570151,0,1,6,114,114,76,85,67,40,9,3
24570152,0,29,63,724,843,525,569,445,210,78,21
24570153,0,11,53,400,507,314,313,283,155,44,16
24570154,0,3,3,50,72,43,38,34,16,6,2
24570155,0,0,3,38,39,33,30,35,20,7,5
24570156,0,0,6,75,77,42,54,45,26,10,5
24570157,0,2,6,35,48,28,23,25,13,7,2
24570158,0,8,9,119,139,72,73,70,35,16,2
24570159,0,0,0,67,55,38,29,38,21,3,2
24570161,0,0,4,69,71,42,48,36,27,11,4
24570163,0,1,5,93,99,53,48,51,27,15,3
24570164,0,0,2,78,81,50,41,45,26,14,6
24570167,0,1,4,42,50,39,26,26,12,7,3
24570168,0,1,7,63,58,38,50,43,20,14,6
24570169,0,2,9,102,70,53,52,55,36,12,4
24570170,0,1,9,74,87,51,43,63,32,13,2
24570171,0,1,7,72,74,42,48,46,20,10,4
24570174,0,5,5,52,68,56,57,66,55,39,7
24570175,0,3,12,120,153,83,99,74,70,33,17
24570176,0,15,21,191,257,152,179,186,138,54,19
24570177,0,5,6,62,79,53,54,62,42,26,9
24570178,0,5,30,414,454,276,289,218,142,74,35
24570179,0,7,10,99,124,77,77,73,53,33,5
24570180,0,5,15,52,105,75,72,74,55,22,7
24570181,0,3,8,76,108,70,66,82,61,42,26
24570182,0,1,7,83,102,63,67,57,44,20,8
24570184,0,4,15,200,247,88,124,88,53,31,2
24570185,0,0,5,91,110,59,41,30,29,7,3
24570186,0,1,2,59,70,33,38,29,18,12,2
24570187,0,3,4,82,87,52,69,46,22,14,3
24570188,0,0,1,62,66,54,42,44,30,13,5
24570189,0,1,5,56,61,29,32,30,21,7,3
24570190,0,3,1,72,82,51,48,38,29,6,3
24570191,0,2,2,87,84,51,44,43,26,21,1
24570192,0,3,13,87,93,61,59,57,30,13,4
24570194,0,0,4,76,71,41,38,35,18,8,4
24570196,0,2,3,51,67,32,38,26,20,7,3
24570197,0,3,9,51,62,56,41,41,22,8,7
24570198,0,2,7,42,57,43,50,29,23,11,3
24570200,0,3,3,75,64,53,45,28,17,3,3
24570201,0,8,13,71,84,79,95,87,54,24,10
24570208,0,3,5,102,119,78,74,61,36,17,5
24570209,0,5,15,126,140,99,106,99,52,23,14
24570210,0,2,14,254,303,192,176,172,83,27,2
24570211,0,2,10,198,191,152,75,71,41,24,6
24570213,1,2,3,73,69,35,55,64,53,25,10
24570214,1,16,27,159,199,123,161,176,129,70,28
24570215,0,4,7,96,113,82,80,98,65,35,17
24570216,0,2,4,50,60,43,42,51,34,19,9
24570217,0,3,5,64,76,54,53,65,43,23,11
24570218,0,2,4,68,79,59,49,51,44,32,11
24570219,0,2,5,85,98,73,61,63,54,40,13
24570220,0,1,3,61,70,53,44,46,39,28,9
24570221,0,3,6,71,90,62,65,61,46,28,11
24570222,0,2,9,88,102,78,79,79,54,36,17
24570223,0,1,8,79,92,70,71,71,48,33,15
24570224,0,4,10,113,141,97,103,95,73,44,17
24570225,0,2,6,70,87,60,64,59,45,27,11
24570226,0,7,9,61,64,57,78,73,48,29,9
24570227,0,2,15,89,122,84,98,102,58,19,7
24570228,0,5,12,106,134,99,91,65,33,24,2
24570229,0,21,57,599,638,442,407,295,154,64,25
24570230,0,2,10,97,108,57,54,58,26,13,8
24570231,0,0,5,56,73,36,45,21,22,11,4
24570232,0,1,1,58,60,44,24,41,12,9,5
24570233,0,0,3,107,102,51,49,43,18,10,2
24570234,0,1,2,49,51,33,22,28,20,8,3
24570235,0,1,6,50,58,44,44,44,30,20,9
24570236,0,2,2,42,50,36,35,44,29,16,7
24570237,0,2,8,112,133,82,83,86,62,42,17
24570238,0,1,5,64,76,47,48,50,36,24,10
24570239,0,2,8,107,128,78,80,83,60,41,16
24570240,0,1,4,51,61,37,38,40,28,19,8
24570241,0,1,2,43,51,31,32,32,23,17,6
24570242,0,4,7,74,75,63,69,59,47,16,1
24570243,0,0,4,112,106,53,50,35,25,10,1
24570244,0,2,11,177,193,140,132,85,63,24,12
24570245,0,2,4,67,79,52,48,44,22,9,5
24570246,0,2,3,65,79,42,47,32,19,7,2
24570247,0,12,17,300,337,183,236,170,91,32,5
24570248,0,6,5,114,116,91,84,88,65,36,17
24570249,0,5,5,37,47,35,44,36,22,5,0
24570250,0,5,9,70,91,72,79,57,28,7,1
24570251,0,5,6,94,100,66,78,47,28,15,1
24570252,0,4,21,129,146,98,116,106,49,17,4
24570253,1,6,17,108,118,109,108,90,52,20,5
24570254,0,7,15,217,281,129,180,115,72,36,11
24570255,0,3,4,76,90,53,55,41,31,9,1
24570256,0,1,13,131,132,84,80,67,38,22,7
24570257,0,1,12,206,216,116,107,79,48,20,5
24580001,0,1,2,39,41,27,26,36,20,11,2
24580002,0,1,2,31,38,27,35,29,15,7,2
24580003,0,0,4,65,74,25,47,32,18,15,3
24580004,0,0,0,39,40,32,22,21,15,8,0
24580005,0,0,2,150,128,87,58,47,26,5,2
24580006,0,1,5,55,78,64,46,27,14,8,3
24580007,0,0,0,34,56,31,35,34,22,11,5
24580008,0,0,4,151,154,62,47,41,21,3,3
24580009,0,2,8,57,65,42,42,23,18,6,1
24580010,0,3,9,125,142,92,82,64,28,12,5
24580011,0,0,2,69,61,40,49,31,19,6,1
24580012,0,1,5,79,106,64,67,40,16,13,2
24580013,0,3,8,48,44,34,51,25,9,3,1
24580014,0,3,17,116,163,115,116,89,44,13,3
24580015,1,2,7,89,73,69,37,47,20,8,1
24580016,0,12,12,94,137,98,113,87,45,13,5
24580017,0,3,8,104,87,60,85,69,33,14,4
24580018,1,3,5,46,62,39,32,38,18,0,0
24580019,0,2,6,75,85,56,49,37,29,10,2
24580020,0,0,2,35,48,29,32,29,22,4,2
24580021,0,1,5,44,39,33,31,39,14,12,5
24580022,0,0,3,60,61,30,27,19,15,7,0
24580023,0,0,2,73,72,48,32,31,17,3,3
24580024,0,0,3,43,54,39,20,21,16,1,0
24580025,0,3,5,24,26,26,27,26,12,3,1
24580026,0,0,2,71,81,42,40,18,19,6,3
24580027,0,1,3,69,85,59,46,29,20,2,4
24580028,0,2,8,50,40,43,41,32,11,2,1
24580029,0,2,3,40,61,38,42,23,12,2,1
24580030,0,1,1,50,36,16,15,9,5,3,1
24580031,0,0,1,44,50,33,17,10,6,4,0
24580032,0,0,6,54,63,43,30,21,9,5,1
24580033,0,1,9,59,70,44,34,31,13,3,2
24580034,0,0,7,61,54,44,43,33,23,5,3
24580035,0,1,7,59,55,51,53,36,23,10,5
24580036,0,1,7,56,59,40,43,25,15,4,1
24580037,0,1,3,60,71,21,27,25,17,11,1
24580038,0,2,2,35,36,19,13,16,8,0,0
24580039,0,2,2,57,68,41,37,20,15,4,2
24580040,0,1,1,73,86,42,46,29,17,2,1
24580041,0,1,0,35,46,28,34,25,12,4,5
24580042,0,1,5,73,76,29,42,24,12,6,1
24580043,0,0,3,72,81,46,55,48,17,10,6
24580044,0,1,7,57,93,43,48,38,22,8,7
24580045,0,2,3,53,73,46,38,37,36,12,11
24580046,0,1,2,69,67,41,54,27,19,12,5
24580047,0,0,2,37,48,27,40,28,31,13,2
24580048,0,0,0,47,67,26,29,34,22,10,4
24580049,0,0,4,48,73,47,55,34,27,13,10
24580050,0,1,3,65,73,30,33,28,28,7,4
24580051,0,1,4,58,58,40,34,28,20,7,3
24580052,0,0,0,49,45,41,35,27,22,7,4
24580053,0,1,2,75,60,37,33,30,18,10,2
24580054,0,1,3,35,56,36,24,27,20,8,2
24580055,0,0,2,59,60,35,52,25,17,7,3
24580056,0,1,2,72,71,33,32,31,14,7,4
24580057,0,0,2,51,70,44,41,38,16,8,5
24580058,0,0,4,55,64,45,46,25,11,4,4
24580059,0,0,3,46,61,46,21,22,10,1,0
24580060,0,1,2,48,37,28,25,24,18,10,5
24580061,0,0,4,56,63,38,31,25,13,4,1
24580062,0,1,0,48,69,38,28,22,8,9,2
24580063,0,0,2,55,56,44,35,32,15,6,3
24580064,0,2,3,53,65,50,37,33,18,4,3
24580065,0,0,3,54,54,32,30,19,17,9,2
24580066,0,1,2,63,51,36,31,35,22,5,3
24580067,0,1,4,65,83,54,49,36,14,7,2
24580068,0,0,2,45,43,28,36,35,12,8,2
24580069,0,0,3,49,71,45,35,46,27,8,1
24580070,0,0,4,57,69,40,32,26,19,12,1
24580071,0,0,1,45,55,34,37,27,20,6,3
24580072,0,0,0,69,75,44,33,22,21,6,4
24580073,0,1,4,70,63,46,47,41,17,8,5
24580074,0,0,2,46,56,38,36,20,12,9,1
24580075,0,0,0,34,52,21,31,20,12,3,0
24580076,0,1,1,34,47,28,31,27,17,4,6
24580077,0,2,2,74,46,29,43,27,20,11,4
24580078,0,0,2,47,52,40,47,37,25,9,5
24580079,0,0,2,25,33,23,14,15,13,6,1
24580080,0,0,1,55,40,31,25,15,7,2,1
24580081,0,0,1,56,51,38,41,35,27,9,5
24580082,0,1,3,42,61,33,30,29,16,9,3
24580083,0,1,1,46,55,36,25,18,13,5,0
24580084,1,0,0,81,80,45,45,21,17,3,1
24580085,0,0,1,62,55,34,30,16,13,3,1
24580087,0,1,1,62,54,44,41,25,11,4,2
24580088,0,0,0,46,67,31,35,26,20,7,5
24580089,0,1,0,44,34,29,25,18,18,6,2
24580090,0,1,3,50,48,33,34,33,17,7,4
24580091,0,0,0,55,55,29,30,32,21,9,0
24580092,0,1,1,31,46,29,33,21,22,2,2
24580093,0,1,1,34,52,21,24,24,19,8,2
24580094,0,2,1,29,33,25,26,18,15,4,0
24580095,0,0,5,53,78,44,44,34,17,10,5
24580096,0,0,0,43,41,36,33,31,27,9,6
24580097,0,0,3,78,82,59,45,48,24,7,3
24580098,0,0,3,95,84,52,53,39,29,16,2
24580099,0,1,2,75,61,47,51,28,24,7,6
24580100,0,0,0,67,71,53,49,44,22,8,4
24580101,0,1,4,66,73,34,40,30,16,13,5
24580102,0,1,1,52,84,35,26,35,23,4,2
24580103,0,1,2,55,61,38,49,39,14,9,5
24580104,0,1,6,61,60,39,42,37,22,10,6
24580105,0,0,4,58,63,51,44,34,20,9,2
24580106,0,1,0,51,34,28,36,23,17,7,0
24580107,0,0,0,33,23,18,19,12,16,6,1
24580108,0,0,0,56,55,24,23,21,12,3,0
24580109,0,0,0,48,52,29,27,20,12,6,5
24580110,0,1,2,63,62,36,26,45,35,7,2
24580112,0,1,1,49,44,30,22,22,14,1,3
24580113,0,0,3,57,51,41,27,31,10,14,3
24580114,0,0,2,78,77,61,41,37,23,8,4
24580115,0,0,0,38,54,26,32,21,13,6,3
24580116,0,0,6,43,59,35,41,30,19,9,3
24580117,0,1,1,46,64,27,32,22,21,10,3
24580118,0,0,0,61,75,35,40,35,22,6,8
24580119,0,0,1,52,45,38,37,22,24,5,3
24580120,0,1,3,48,55,33,39,35,30,17,7
24580121,0,1,2,66,69,48,50,55,37,12,8
24580122,0,0,6,38,43,36,22,38,22,8,3
24580123,0,0,2,41,59,26,30,29,18,11,0
24580124,0,0,0,43,47,34,23,30,24,11,8
24580125,0,0,3,42,40,23,19,29,20,3,3
24580126,0,0,2,54,64,56,42,29,15,8,5
24580127,0,3,3,50,57,42,31,39,24,5,2
24580128,0,1,3,56,67,39,26,22,13,12,6
24580132,0,0,0,42,43,18,20,18,11,5,2
24580134,0,0,4,69,50,42,29,17,16,6,2
24580135,0,0,2,86,55,51,45,22,12,6,1
24580136,0,0,3,64,47,62,49,35,17,1,0
24580137,0,0,0,41,57,24,28,16,15,1,0
24580138,0,2,10,100,116,55,61,41,20,9,2
24580139,0,6,13,47,67,54,36,27,28,9,1
24580140,0,0,9,58,61,31,27,18,22,5,1
24580141,0,1,4,72,77,46,29,20,18,4,0
24580142,0,0,8,79,77,46,29,32,13,7,2
24580143,0,3,10,82,84,49,37,31,15,11,6
24580144,0,0,4,82,80,50,53,41,23,13,4
24580145,0,1,10,29,56,56,57,45,22,11,2
24580146,0,6,12,37,59,44,44,59,37,11,5
24580147,0,1,8,55,67,59,55,42,27,10,2
24580148,0,3,11,41,49,44,36,43,22,11,2
24580149,0,3,4,33,51,36,48,43,28,9,5
24580150,0,4,9,50,50,49,46,40,19,12,4
24580151,0,0,3,48,61,47,28,23,10,8,1
24580152,0,4,6,32,50,43,50,41,26,9,3
24580153,0,0,5,52,92,36,32,37,11,9,4
24580154,0,1,2,53,69,25,32,18,17,3,2
24580155,0,1,6,38,45,27,23,15,11,4,2
24580156,0,2,7,84,92,69,40,34,29,5,3
24580157,0,4,12,30,45,60,59,57,23,9,2
24580158,0,3,7,110,109,74,76,52,23,3,1
24580159,0,4,12,26,46,44,48,43,19,9,1
24580160,0,1,7,40,45,45,42,33,17,4,6
24580162,0,2,5,51,53,38,34,25,17,3,2
