ADIDU,no_corr,gr0,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9
24630106,0,1,3,60,64,60,43,44,39,22,14
24630107,0,1,3,44,60,51,27,40,24,18,6
24630108,0,1,8,183,213,101,117,120,60,31,12
24630109,0,2,8,196,209,116,132,122,81,41,23
24630110,0,4,14,391,357,236,224,196,150,79,36
24630111,0,1,4,103,99,74,59,77,55,36,11
24630112,0,8,9,198,227,156,151,133,110,51,19
24630113,0,5,32,460,428,326,306,288,268,172,65
24630114,0,1,3,40,45,34,31,29,22,14,5
24630115,0,0,6,132,136,92,95,97,99,54,26
24630116,0,0,6,46,41,49,39,40,37,13,7
24630117,0,2,2,71,63,55,52,42,33,21,8
24630118,0,0,3,61,61,38,43,60,38,48,21
24630119,0,0,8,111,107,76,75,77,49,46,19
24630120,0,0,6,93,98,71,68,68,48,36,21
24630121,0,1,3,76,87,61,65,62,51,37,17
24630122,0,1,4,89,102,72,76,73,60,44,20
24630123,0,1,3,76,88,61,65,63,51,38,18
24630124,0,1,4,86,99,69,74,71,58,43,20
24630125,0,2,6,129,149,104,111,106,87,64,30
24640001,0,1,3,59,64,37,38,42,38,32,14
24640002,0,2,15,126,136,84,85,91,74,58,23
24640003,0,6,20,213,259,123,162,110,80,45,2
24640004,0,1,4,74,76,54,32,34,23,7,1
24640005,0,1,8,69,70,43,39,32,27,11,3
24640006,0,1,3,82,82,46,43,23,25,11,6
24640007,0,0,4,71,63,34,42,35,17,12,0
24640008,0,6,11,188,198,100,115,95,79,30,11
24640009,0,1,4,73,78,41,47,40,24,12,6
24640010,0,1,2,58,63,30,56,39,23,17,6
24640011,0,1,4,60,72,36,51,32,20,11,2
24640012,0,1,12,57,60,35,31,30,14,15,2
24640014,0,1,6,112,110,62,46,49,30,11,5
24640015,0,0,8,162,136,90,82,55,33,14,3
24640018,0,1,2,51,49,24,31,28,21,4,4
24640019,0,0,3,92,69,49,56,46,26,13,3
24640020,0,0,5,89,110,54,54,47,24,15,6
24640021,0,0,5,73,91,59,51,40,22,11,3
24640022,0,1,4,77,88,51,61,44,27,13,4
24640023,0,5,33,753,731,329,323,199,113,57,13
24640024,0,0,3,80,53,39,30,26,26,13,5
24640025,0,2,7,91,85,49,51,54,43,15,6
24640026,0,5,4,90,74,52,46,27,31,10,5
24640027,0,1,3,56,69,31,28,45,23,13,4
24640028,0,0,6,67,55,32,30,27,21,8,1
24640029,0,3,7,98,92,71,58,60,37,22,1
24640030,0,0,11,126,129,71,67,63,52,23,16
24640031,0,2,8,77,99,68,57,56,34,18,6
24640032,0,1,2,82,75,51,44,48,46,44,17
24640034,0,1,9,95,129,83,83,61,31,16,4
24640035,0,2,1,60,51,29,31,37,20,11,1
24640036,0,1,4,69,82,44,54,33,25,9,4
24640037,0,2,5,121,117,68,74,68,40,21,8
24640038,0,10,19,254,286,178,197,127,101,45,12
24640039,0,1,6,70,73,42,46,46,40,16,7
24640040,0,7,12,90,126,78,89,72,49,24,9
24640041,0,2,3,54,56,40,38,29,13,8,2
24640042,0,0,8,77,79,38,48,37,39,24,6
24640043,0,1,5,60,45,42,41,33,26,17,9
24640044,0,8,13,179,192,137,117,118,73,27,12
24640047,0,0,6,65,59,35,36,34,15,11,4
24640048,0,1,2,59,78,44,34,35,18,19,3
24640049,0,2,6,49,52,39,36,30,24,14,3
24640050,0,4,1,74,84,66,62,40,35,23,4
24640051,0,0,3,88,91,38,43,32,23,11,4
24640052,0,0,9,120,116,61,70,52,38,18,3
24640053,0,1,9,106,85,64,59,56,44,24,6
24640054,0,8,15,174,174,94,109,83,73,28,13
24640068,0,3,3,49,46,38,64,37,30,18,4
24640069,0,1,2,31,45,29,26,35,26,6,3
24640070,0,0,1,48,56,31,30,42,31,18,1
24640072,0,1,7,121,124,78,85,74,58,40,20
24640073,0,1,2,54,54,37,33,32,24,16,5
24640074,0,0,1,38,43,19,29,17,27,15,3
24640076,0,2,10,104,121,79,71,95,60,36,16
24640077,0,11,24,268,323,185,214,149,109,53,21
24640079,0,10,23,201,198,123,152,173,138,66,36
24640080,0,1,0,80,75,54,57,55,40,28,8
24640081,0,1,6,77,96,55,43,40,34,25,7
24640082,0,3,6,105,101,60,68,48,32,18,5
24640083,0,4,7,63,64,34,31,46,24,13,4
24640084,0,1,1,38,46,20,32,33,23,13,8
24640122,0,1,8,68,74,47,47,50,39,31,12
24640123,0,1,8,63,68,43,43,45,36,28,10
24640129,0,0,2,53,48,39,29,36,20,9,0
24640134,0,4,3,128,125,70,85,65,56,32,9
24640136,0,0,6,86,82,52,39,42,30,15,8
24640137,0,3,4,53,57,45,44,51,58,27,10
24640138,0,1,3,57,52,36,36,51,36,18,7
24640139,0,0,3,45,55,32,32,31,29,17,3
24640140,0,1,4,54,49,31,30,37,28,11,6
24640141,0,5,15,256,256,137,151,133,92,38,9
24640142,0,0,3,54,59,37,40,43,16,11,5
24640143,0,0,8,110,108,65,63,63,41,14,4
24640144,0,0,3,54,50,28,29,24,18,9,3
24640145,0,0,3,38,42,30,24,24,20,9,5
24640146,0,0,7,46,53,39,28,35,30,18,6
24640147,0,3,5,72,74,43,51,39,26,18,9
24640148,0,1,7,66,78,34,44,31,16,12,8
24640149,0,3,7,119,113,68,90,71,59,30,9
24640150,0,0,7,71,89,50,50,43,36,16,3
24640151,0,0,4,56,58,25,34,25,19,6,1
24640152,0,0,4,72,84,53,40,34,25,11,4
24640153,0,1,5,69,75,44,35,34,19,13,4
24640154,0,0,3,48,65,46,42,32,21,8,4
24640155,0,2,1,49,46,24,28,32,14,9,1
24640156,0,0,3,86,89,54,58,30,18,4,2
24640157,0,0,2,64,73,40,42,38,26,19,8
24640158,0,3,25,310,342,183,227,195,94,58,15
24640159,0,2,8,123,131,75,87,73,51,21,8
24640160,0,0,3,61,64,47,47,44,30,17,10
24640161,0,0,4,58,60,43,41,39,30,21,8
24640162,0,0,3,60,64,39,38,40,35,23,8
24640163,0,0,3,54,58,35,35,36,31,21,7
24640164,0,0,2,44,47,29,28,29,25,17,6
24640165,0,0,2,42,45,28,29,30,27,15,7
24640166,0,0,5,42,52,29,32,39,38,11,9
24640167,0,4,2,42,59,39,29,36,32,14,9
24640168,0,1,4,53,51,24,32,36,26,15,9
24640169,0,1,1,70,66,50,33,42,47,30,10
24640170,0,1,2,38,40,21,20,23,18,15,5
24640171,0,1,3,59,58,29,32,45,27,12,10
24640172,0,2,4,89,81,42,44,41,19,17,4
24640173,0,1,5,85,86,55,59,48,32,21,9
24640174,0,1,4,68,71,45,51,57,30,17,6
24640175,0,0,2,62,59,46,41,27,23,18,3
24640176,0,2,15,187,193,127,125,105,83,34,16
24640177,0,1,3,59,82,43,53,41,26,12,4
24640178,0,1,5,55,54,42,39,38,32,16,5
24640179,0,1,3,85,83,40,38,36,23,12,5
24640181,0,1,3,62,67,34,30,39,30,16,1
24640182,0,6,9,111,120,78,84,77,48,23,5
24640183,0,1,4,78,70,59,47,48,20,20,7
24640184,0,0,8,85,73,53,65,48,30,11,2
24640185,0,0,8,49,70,47,48,45,26,8,4
24640186,0,1,10,67,62,40,45,30,23,11,4
24640187,0,0,3,61,70,44,32,21,13,7,3
24640188,0,0,4,66,60,33,29,31,19,16,2
24640189,0,1,10,74,99,54,63,38,24,14,6
24640190,0,3,4,66,59,31,42,26,20,11,3
24640191,0,3,8,115,113,67,96,61,39,22,3
24640192,0,1,5,74,41,32,39,26,14,10,4
24640193,0,0,3,68,65,35,36,22,19,8,0
24640194,0,5,6,78,93,47,50,54,26,7,5
24640195,0,1,4,69,60,53,40,25,19,6,1
24640196,0,0,6,86,92,52,48,32,15,6,4
24640197,0,1,7,77,84,37,42,29,21,8,1
24640198,0,1,4,78,91,46,44,33,18,7,1
24640199,0,2,5,39,44,41,40,33,24,10,3
24640200,1,41,122,765,974,661,663,534,322,102,33
24640201,0,2,5,58,64,45,43,42,37,23,7
24640202,0,3,12,122,124,79,90,77,56,37,15
24640203,0,2,3,61,62,43,43,38,21,7,3
24640204,0,1,3,42,56,29,30,29,19,15,1
24640205,0,1,3,48,54,38,45,31,25,7,7
24640206,0,1,3,49,52,31,28,24,14,5,1
24640207,0,2,5,69,91,51,56,48,37,10,4
24640208,0,0,4,63,83,46,51,38,25,8,2
24640209,0,2,5,60,66,41,37,42,14,8,5
24640210,0,3,23,84,148,95,107,95,45,19,10
24640211,0,9,9,154,166,93,89,96,53,27,10
24640212,0,2,3,64,52,55,31,27,7,4,2
24640213,0,1,4,63,40,41,32,26,21,8,3
24640214,0,4,3,56,53,45,34,30,22,2,2
24640215,0,0,4,48,62,33,37,32,13,4,2
24640216,0,0,8,60,71,49,49,30,22,8,1
24640217,0,0,8,62,72,32,38,23,24,8,4
24640218,0,3,7,98,72,38,54,34,23,7,2
24640219,0,1,5,45,52,36,41,42,31,9,1
24640220,0,1,5,54,57,31,37,38,15,6,6
24640221,0,1,4,59,80,55,40,33,19,5,4
24640222,0,0,3,61,69,43,27,31,15,7,0
24640223,0,0,4,60,60,34,27,28,26,9,3
24640224,0,0,4,66,49,35,37,28,16,11,1
24640225,0,0,4,48,40,32,36,27,21,10,1
24640226,0,2,5,54,47,47,30,29,14,7,1
24640227,0,3,8,118,130,70,72,51,42,15,2
24640228,0,4,4,77,86,47,35,39,22,6,6
24640229,0,0,3,52,36,24,31,22,20,9,1
24640230,0,0,2,107,105,62,51,23,24,9,2
24640231,0,1,1,58,57,38,38,38,22,9,7
24640232,0,0,5,69,67,44,37,18,15,8,3
24640233,0,0,11,85,94,65,43,45,32,20,6
24640234,0,0,2,23,19,13,9,4,5,3,0
24640235,0,1,4,70,59,32,30,32,25,9,5
24640236,0,0,6,61,70,65,35,26,10,9,7
24640237,0,1,4,85,57,34,34,21,18,12,0
24640238,0,1,4,58,77,49,31,36,15,8,4
24640239,0,0,2,62,41,21,26,25,19,6,2
24640240,0,0,2,45,66,35,31,30,22,10,3
24640241,0,0,2,58,74,41,30,20,17,12,0
24640242,0,0,3,51,38,30,32,20,15,11,4
24640243,0,0,3,65,53,32,24,23,17,12,3
24640244,0,1,1,65,45,44,34,31,26,15,5
24640245,0,0,8,49,49,31,25,31,16,4,2
24640246,0,0,4,60,74,40,47,47,27,10,6
24640247,0,2,2,63,58,38,44,46,23,11,3
24640248,0,1,5,48,44,38,34,28,23,7,2
24640249,0,1,3,33,51,26,28,30,22,10,2
24640250,0,4,12,56,73,55,64,49,43,17,4
24640251,0,3,7,41,49,35,41,28,26,7,4
24640252,0,3,8,42,52,36,43,32,25,6,3
24640253,0,3,15,89,110,85,87,57,44,11,4
24640254,0,3,9,52,60,42,51,32,25,8,3
24640255,0,4,6,164,128,97,75,68,35,19,1
24640256,0,11,25,289,259,163,174,118,78,36,17
24640257,0,1,2,112,83,52,47,45,36,17,6
24640258,0,0,1,46,64,36,34,30,20,16,6
24640259,0,0,3,38,52,25,30,26,18,4,2
24640260,0,2,5,68,53,47,33,33,16,9,0
24640261,0,1,4,61,64,46,42,41,16,5,1
24640262,0,2,4,56,53,35,35,31,19,5,0
24640263,0,2,2,68,68,53,41,37,34,9,2
24640264,0,0,7,71,69,37,36,39,25,19,4
24640265,0,3,11,58,68,57,63,50,45,14,5
24640266,0,4,9,50,57,46,53,44,32,8,2
24640267,0,1,2,38,52,28,22,21,17,9,2
24640268,0,0,6,59,60,50,40,26,30,10,3
24640269,0,0,5,90,83,39,40,31,19,10,1
24640270,0,2,4,50,55,35,33,33,34,10,3
24640271,0,0,4,74,59,41,42,22,29,9,4
24640272,0,1,6,66,80,52,55,46,26,20,5
24640273,0,0,3,66,61,31,36,22,18,8,3
24640275,0,1,7,96,95,64,51,80,55,46,15
24640276,0,0,7,64,69,50,31,46,38,35,8
24640277,0,4,10,155,168,108,109,98,68,22,4
24640278,0,1,8,57,80,42,49,43,28,14,3
24640280,0,0,4,58,72,40,43,30,20,9,1
24640281,0,1,2,48,54,34,36,38,26,12,3
24640282,0,1,2,54,60,35,38,37,17,8,2
24640283,0,5,15,174,206,130,122,137,81,32,13
24640284,0,4,11,99,112,81,78,67,60,24,10
24640285,0,2,8,61,90,54,57,47,43,29,10
24640286,0,1,3,48,55,30,46,42,31,23,4
24640287,0,1,2,51,49,31,40,34,32,24,7
24640288,0,7,31,302,372,239,264,215,132,45,13
24640289,1,9,35,614,681,399,434,283,126,45,10
24640290,0,3,18,217,248,114,126,89,51,22,4
24640293,0,0,3,50,56,22,17,10,8,8,2
24640295,0,0,6,99,87,53,68,56,45,16,5
24640296,0,1,2,39,51,32,31,31,12,11,5
24640298,0,0,8,91,102,61,73,38,32,12,5
24640302,0,6,12,122,193,126,106,116,74,31,10
24640303,0,1,8,65,93,50,58,48,37,26,9
24640304,0,2,17,120,137,93,93,84,53,14,4
24640305,0,5,9,161,167,99,94,78,53,22,7
24640306,0,3,17,134,152,81,113,105,83,35,10
24640307,0,14,18,116,161,125,101,112,90,47,11
24640308,0,8,28,207,269,165,160,153,98,46,12
24640309,1,38,135,1552,1582,956,927,666,363,131,23
24640311,0,6,8,67,100,72,70,47,25,14,2
24640312,0,6,10,107,144,79,97,63,50,11,1
24650001,0,4,9,68,94,52,51,70,55,38,9
24650002,0,4,8,112,121,66,98,74,53,22,6
24650003,0,3,7,69,58,48,44,55,39,19,10
24650004,0,4,8,87,72,58,49,46,47,17,8
24650005,0,1,1,52,65,31,45,30,17,4,1
24650006,0,0,3,41,53,37,30,20,19,9,4
24650007,0,2,0,39,44,32,18,24,20,2,2
24650008,0,1,5,77,89,68,66,34,23,7,2
24650009,0,1,1,68,64,44,44,34,25,7,4
24650010,0,1,4,76,94,51,65,41,35,17,2
24650011,0,0,3,45,63,38,38,39,17,10,3
24650012,0,1,2,63,67,47,44,34,18,8,4
24650013,0,1,3,51,65,40,38,29,28,13,5
24650014,0,4,3,80,75,50,62,43,21,8,5
24650015,0,10,24,353,391,199,243,150,77,36,9
24650016,0,0,7,47,62,48,31,29,24,7,4
24650017,0,1,3,46,54,42,37,37,21,6,5
24650019,0,1,4,58,49,37,38,32,21,10,4
24650020,0,0,7,61,85,54,55,51,38,14,7
24650023,0,4,13,110,116,84,82,70,51,25,15
24650024,0,3,6,90,94,57,53,46,30,13,4
24650025,0,8,17,89,130,72,83,71,40,19,6
24650026,0,19,42,213,282,202,226,165,99,24,14
24650027,0,5,20,233,264,151,199,116,90,30,7
24650030,0,2,8,71,79,46,52,49,33,15,8
24650031,0,0,2,54,64,37,28,29,24,13,7
24650032,0,6,6,88,85,66,61,54,51,27,7
24650033,0,0,4,46,48,33,31,29,21,9,4
24650034,0,3,5,37,46,23,35,20,16,8,2
24650035,0,3,9,113,106,71,65,80,64,24,12
24650036,0,4,5,49,56,43,49,42,39,20,10
24650037,0,6,14,134,137,97,111,106,68,34,20
24650038,0,4,3,79,101,63,68,47,28,11,8
24650039,0,2,11,153,150,100,98,65,43,21,7
24650040,0,0,5,71,82,54,46,32,14,2,2
24650041,0,0,2,92,87,62,56,49,31,8,2
24650045,0,0,4,66,69,42,49,41,15,10,4
24650046,0,1,4,77,81,37,57,35,23,11,1
24650047,0,0,1,67,84,42,47,33,25,10,1
24650048,0,0,2,102,129,70,57,37,26,11,2
24650049,0,1,4,93,92,36,67,33,16,6,1
24650050,0,1,4,109,123,70,65,54,42,10,5
24650051,0,4,9,114,140,73,92,70,31,27,9
24650052,0,2,7,68,87,64,62,43,29,11,2
24650053,0,0,6,170,204,98,91,89,45,19,3
24650054,0,1,4,89,93,64,63,39,24,7,3
24650056,0,0,4,87,108,70,52,52,41,9,5
24650057,0,0,2,43,53,40,42,29,21,11,3
24650058,0,0,5,52,61,27,38,25,15,8,2
24650059,0,0,5,51,61,45,43,36,34,11,2
24650060,0,1,3,35,56,46,36,31,19,11,7
24650061,0,8,18,195,231,139,200,166,80,27,13
24650062,0,0,2,48,61,34,41,36,21,9,3
24650063,0,0,3,60,65,57,58,31,18,4,1
24650064,0,1,2,50,89,55,54,55,30,20,4
24650065,0,0,3,46,67,37,43,38,23,16,3
24650066,0,1,2,58,88,54,46,34,19,5,3
24650067,0,2,3,54,51,44,53,30,17,5,3
24650068,0,0,4,63,73,47,34,31,24,8,1
24650069,0,0,2,65,76,34,47,34,19,4,6
24650070,0,3,5,73,86,48,91,63,31,16,9
24650071,0,2,5,48,58,42,49,37,21,9,0
24650072,0,1,5,69,87,55,49,41,18,7,3
24650073,0,0,1,63,98,47,66,43,33,5,3
24650074,0,2,3,55,52,24,53,43,17,13,2
24650075,0,0,2,80,85,47,47,22,12,6,2
24650076,0,1,0,76,96,48,41,27,16,6,2
24650077,0,1,2,66,70,39,40,43,16,7,2
24650078,0,0,3,83,104,43,64,37,28,11,2
24650079,0,1,5,35,47,41,47,42,15,8,1
24650080,0,0,5,76,71,48,63,39,21,13,6
24650081,0,0,1,63,85,49,48,37,22,6,1
24650082,0,0,3,42,74,48,55,46,18,5,4
24650083,0,2,2,61,64,53,59,54,34,16,2
24650084,0,0,4,70,75,52,46,46,28,15,2
24650085,0,0,2,76,78,60,59,49,33,15,5
24650086,0,0,6,50,70,67,68,49,51,10,7
24650089,0,1,1,64,93,46,52,36,28,9,5
24650090,0,2,7,36,51,49,39,42,18,8,5
24650091,0,1,2,54,53,43,34,24,14,11,2
24650092,0,1,3,77,69,46,45,31,17,7,5
24650093,0,1,2,74,81,56,43,35,29,5,1
24650094,0,1,0,61,73,38,38,29,21,8,1
24650095,0,0,2,49,73,31,40,32,17,10,5
24650096,0,0,0,45,57,26,36,34,22,7,1
24650097,0,1,0,46,47,35,35,31,17,8,2
24650098,0,2,2,44,49,31,45,33,23,8,2
24650099,0,0,1,54,65,49,47,43,25,13,6
24650100,0,0,8,48,67,37,39,26,26,15,5
24650101,0,1,3,64,85,61,57,48,23,5,7
24650102,0,0,5,49,78,40,51,53,24,7,3
24650103,0,3,3,36,57,28,39,38,24,6,4
24650104,0,1,4,80,117,71,70,50,46,15,3
24650105,0,2,4,56,60,50,53,47,30,13,2
24650106,0,0,4,81,92,71,81,61,40,18,2
24650107,0,1,4,59,65,39,39,33,24,12,2
24650108,0,1,3,37,48,27,23,34,10,3,1
24650109,0,0,2,83,91,40,47,37,38,8,5
24650110,0,0,2,51,52,48,39,30,26,9,0
24650111,0,0,3,42,67,36,37,24,18,9,2
24650112,0,0,2,46,55,38,37,43,29,4,7
24650113,0,0,1,49,59,31,48,36,15,5,1
24650114,0,0,3,120,130,69,57,54,30,10,3
24650115,0,0,0,6,14,6,6,3,1,1,0
24650116,0,0,1,54,70,47,39,43,27,8,3
24650117,0,0,2,21,17,20,19,18,12,4,2
24650118,0,0,6,246,270,167,157,117,56,17,6
24650119,0,0,2,63,48,43,30,29,14,5,3
24650120,0,0,2,53,70,30,38,37,17,8,3
24650121,0,0,2,46,54,45,32,30,15,9,2
24650122,0,0,1,52,54,31,43,37,25,7,2
24650123,0,0,1,46,71,43,42,30,24,3,3
24650124,0,0,2,53,52,31,42,34,21,17,6
24650125,0,0,0,58,44,43,46,36,22,13,2
24650126,0,0,3,96,85,55,47,53,39,18,9
24650127,0,0,0,29,44,20,33,31,17,3,5
24650128,0,0,1,38,48,28,32,25,17,10,1
24650129,0,0,4,47,54,28,32,28,15,6,7
24650130,0,2,3,59,81,47,45,32,24,6,2
24650131,0,0,1,57,60,40,38,36,26,6,2
24650132,0,1,1,87,75,54,47,35,27,12,3
24650133,0,0,2,79,101,52,53,37,27,13,5
24650134,0,4,4,74,75,45,44,44,39,11,7
24650135,0,1,1,51,60,48,53,42,24,8,6
24650136,0,1,2,67,60,33,29,16,17,6,1
24650137,0,0,2,45,65,29,33,27,17,6,0
24650138,0,0,3,56,63,37,40,45,21,9,1
24650139,0,0,1,58,78,38,31,26,15,9,2
24650140,0,0,4,43,50,30,22,26,16,3,0
24650141,0,1,1,59,82,43,45,27,17,7,1
24650142,0,0,3,100,99,59,49,24,10,13,3
24650143,0,0,0,77,70,35,35,21,13,5,1
24650144,0,1,4,113,86,49,40,23,14,6,2
24650145,0,1,3,84,89,59,65,41,15,8,5
24650146,0,2,11,226,236,132,149,76,37,14,7
24650147,0,1,9,282,289,166,122,100,45,19,6
24650148,0,1,1,34,49,28,38,25,13,6,1
24650149,0,0,0,68,87,40,49,36,20,6,3
24650150,0,1,1,52,70,35,60,44,23,10,2
24650151,0,1,2,54,57,31,38,20,21,5,3
24650153,0,1,3,51,81,45,49,50,22,11,3
24650154,0,0,3,46,68,49,36,26,21,8,1
24650155,0,1,0,33,34,31,20,15,19,6,1
24650156,0,0,1,38,43,27,36,51,17,8,7
24650158,0,1,5,86,90,59,47,30,24,10,1
24650159,0,1,2,98,142,59,74,49,40,9,2
24650160,0,0,3,46,50,30,31,24,20,4,3
24650161,0,1,5,44,54,41,26,35,21,4,0
24650162,0,1,5,174,155,98,92,60,36,12,4
24650163,0,0,2,74,70,47,49,26,20,2,3
24650165,0,2,7,198,184,103,115,78,37,11,4
24650166,0,0,8,78,72,37,31,25,17,8,2
24650167,0,0,4,101,97,61,46,54,30,11,4
24650168,0,1,4,179,167,116,82,57,28,5,3
24650169,0,5,23,235,280,168,176,112,49,18,5
24650170,0,2,1,63,73,58,41,25,28,7,3
24650171,0,2,3,41,53,19,25,25,12,4,0
24650172,0,0,3,25,46,20,23,13,14,4,2
24650173,0,0,2,33,30,25,15,21,14,3,0
24650174,0,0,2,39,57,29,38,34,18,2,3
24650175,0,0,5,112,95,54,43,35,21,10,0
24650176,0,0,0,86,89,55,46,32,22,7,2
24650177,0,0,0,50,63,30,27,24,15,11,1
24650178,0,1,2,46,49,27,29,16,16,6,1
24650179,0,0,0,48,51,37,28,18,26,7,3
24650180,0,0,2,69,93,54,62,37,34,10,3
24650181,0,1,9,133,141,97,77,50,38,11,1
24650182,0,2,10,124,153,80,85,63,39,19,6
24650183,0,1,3,51,50,33,39,29,19,6,4
24650184,0,1,3,36,35,26,26,15,11,10,1
24650185,0,1,2,35,41,19,34,21,11,8,3
24650186,0,1,6,63,74,34,32,32,22,8,3
24650187,0,0,2,35,56,34,34,17,20,1,1
24650188,0,1,1,35,58,39,38,31,29,10,6
24650189,0,0,0,32,44,38,33,27,22,7,4
24650190,0,0,1,52,56,29,27,39,20,6,4
24650191,0,1,0,68,62,37,37,42,21,9,0
24650192,0,1,4,45,66,35,32,31,14,8,1
24650193,0,0,1,51,66,34,38,33,28,10,3
24650194,0,2,1,52,60,33,45,35,24,6,3
24650195,0,0,6,47,51,34,39,47,22,14,0
24650196,0,1,3,36,58,43,35,28,23,6,4
24650197,0,0,4,59,71,45,43,48,21,13,2
24650198,0,1,3,64,60,42,40,36,20,7,2
24650199,0,0,1,42,52,32,36,26,25,12,3
24650200,0,0,3,28,50,33,40,27,22,8,6
24650201,0,0,3,55,70,52,29,32,26,5,3
24650202,0,1,2,48,61,31,36,32,16,6,1
24650204,0,2,2,69,99,72,58,46,41,11,4
24650205,0,5,5,58,78,44,56,44,28,14,2
24650206,0,2,8,96,104,65,72,65,37,9,8
24650207,0,1,1,51,69,46,50,40,19,12,3
24650208,0,0,3,68,94,48,63,46,31,10,1
24650209,0,1,8,52,55,58,62,32,16,9,3
24650210,0,0,1,39,47,34,41,29,15,5,2
24650211,0,2,6,71,96,74,78,50,46,18,11
24650212,0,0,1,37,69,48,40,35,24,9,1
24650213,0,1,5,63,91,48,57,49,30,11,3
24650214,0,1,1,44,56,47,54,37,24,5,2
24650215,0,1,3,62,65,43,45,34,31,12,7
24650216,0,1,4,92,98,49,49,49,29,11,3
24650217,0,0,2,57,76,42,49,42,28,10,1
24650218,0,1,4,56,82,54,51,54,25,14,4
24650219,0,0,4,56,69,50,42,37,30,12,5
24650220,0,5,8,77,119,87,91,61,42,16,5
24650221,0,0,1,46,61,26,43,29,25,10,6
24650222,0,2,0,30,54,46,33,34,15,10,2
24650223,0,0,7,51,64,57,65,41,32,13,4
24650224,0,8,3,42,59,54,77,54,28,10,7
24650225,0,2,2,58,73,33,51,38,26,3,1
24650226,0,3,6,47,93,63,56,38,29,9,1
24650227,0,2,8,68,82,66,62,47,29,9,8
24650228,0,2,10,62,82,55,75,58,38,23,3
24650229,0,8,12,147,144,111,113,91,49,15,7
24650230,0,3,7,38,68,57,55,47,28,11,5
24650231,0,3,8,81,98,65,71,51,35,15,4
24650232,0,1,3,75,75,49,40,29,24,6,5
24650235,0,1,7,69,81,53,47,25,18,4,1
24650236,0,0,0,55,52,39,37,15,18,4,1
24650237,0,0,2,73,78,48,34,21,14,6,3
24650238,0,3,4,42,63,27,35,32,12,7,2
24650239,0,0,1,51,67,33,30,28,16,6,0
24650240,0,0,1,61,69,39,36,32,24,7,1
24650242,0,0,1,49,67,45,46,30,25,7,4
24650243,0,0,1,70,50,45,54,25,23,15,1
24650244,0,2,4,68,71,40,36,34,24,8,4
24650246,0,0,1,56,60,35,28,30,24,7,8
24650247,0,1,2,43,57,38,42,28,20,6,5
24650248,0,0,2,38,52,36,29,24,24,15,4
24650249,0,0,2,47,55,24,33,27,6,4,2
24650250,0,1,2,50,67,26,41,28,23,7,1
24650251,0,2,1,68,53,36,26,32,28,14,7
24650252,0,0,2,45,62,30,38,40,21,5,3
24650255,0,1,9,80,99,61,62,68,49,23,10
24650256,0,4,17,152,196,132,192,121,79,27,8
24650258,0,1,20,96,160,114,166,131,96,43,13
24650260,0,1,10,61,101,73,92,63,46,13,6
24650261,0,2,16,108,92,68,83,62,36,16,4
24650262,0,0,4,69,60,49,44,39,24,13,6
24650263,0,0,1,56,61,33,30,23,14,0,1
24650264,0,0,1,29,37,25,23,20,11,3,0
24650265,0,2,16,89,109,64,91,58,36,14,10
24650266,0,2,5,117,110,73,82,55,29,12,7
24650267,0,0,8,98,96,75,57,42,26,8,3
24650268,0,0,1,79,79,53,37,34,9,12,2
24650269,0,2,4,72,109,71,60,54,34,14,0
24650270,0,0,2,58,84,40,37,39,21,9,1
24650271,0,1,5,50,73,52,58,51,27,7,2
24650272,0,1,0,76,54,51,48,52,31,10,5
24650273,0,0,3,53,69,67,56,43,19,6,6
24650274,0,0,2,57,78,53,51,31,19,12,5
24650275,0,3,1,57,76,49,52,39,24,7,1
24650276,0,1,2,54,66,54,50,34,26,9,3
24650277,0,3,3,66,68,44,65,44,25,7,3
24650278,0,3,6,66,61,46,44,35,22,6,3
24650279,0,0,4,43,34,37,35,27,15,7,2
24650280,0,1,1,68,72,47,46,36,27,10,1
24650281,0,0,4,64,54,55,60,28,18,4,0
24650283,0,0,5,137,144,101,78,55,24,8,2
24650284,0,0,3,63,44,43,28,26,20,4,1
24650285,0,2,3,72,88,52,55,47,38,13,4
24650286,0,1,3,62,86,42,53,39,21,11,6
24650287,0,0,3,56,87,43,38,31,22,12,1
24650289,0,2,0,54,58,33,28,28,17,8,1
24650291,0,2,4,82,70,59,57,43,36,7,1
24650292,0,2,1,42,66,56,39,31,22,7,1
24650293,0,1,5,67,73,39,64,41,26,7,1
24650294,0,1,4,83,84,46,64,50,31,12,3
24650295,0,2,4,64,76,49,57,52,25,12,6
24650296,0,2,8,84,59,49,39,33,24,11,3
24650297,0,0,6,63,88,60,59,47,33,11,8
24650298,0,0,3,53,58,35,37,43,19,6,2
24650299,0,0,1,38,72,33,39,37,22,10,2
24650300,0,0,1,31,46,34,50,38,21,7,2
24650301,0,2,12,151,192,125,108,76,49,13,7
24650302,0,0,0,39,54,28,33,33,24,9,3
24650303,0,0,0,39,51,18,28,29,22,5,6
24650304,0,0,2,49,83,54,52,38,22,9,1
24650305,0,1,0,31,51,42,31,23,30,8,6
24650306,0,1,0,49,49,31,34,35,14,8,1
24650307,0,0,1,55,60,40,32,37,32,12,3
24650308,0,0,3,81,93,55,62,52,37,13,5
24650309,0,1,1,59,47,43,42,36,21,7,3
24650310,0,0,0,52,72,34,42,34,31,12,5
