ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION
2002,LEXUS,RX,6,3001,304
2002,LINCO,TOWN,8,4608,301
2002,MAZDA,626,6,2493,"274,5"
2002,MAZDA,B3000,6,2985,307
2002,MAZDA,MPV,6,2968,304
2002,MAZDA,PROTE,4,1591,214
2002,MAZDA,PROTE,4,2001,"231,5"
2002,MAZDA,TRIBU,6,2968,"293,5"
2002,MERCE,C,4,2296,260
2002,MERCE,C,6,2591,"279,5"
2002,MERCE,C,6,3198,"291,333333333333"
2002,MINI,COOPE,4,1607,"253,294016216934"
2002,NISSA,ALTIM,4,2509,"238,5"
2002,NISSA,MAXIM,6,3509,"264,5"
2002,NISSA,PATHF,6,3493,"356,5"
2002,NISSA,SENTR,4,1771,"202,5"
2002,NISSA,SENTR,4,1800,"202,5"
2002,NISSA,XTERR,6,3296,356
2002,OLDSM,ALERO,4,2197,237
2002,OLDSM,INTRI,6,3460,260
2002,PONTI,AZTEK,6,3395,282
2002,PONTI,BONNE,6,3788,"272,5"
2002,PONTI,GRAND,4,2197,237
2002,PONTI,GRAND,6,3395,246
2002,PONTI,GRAND,6,3788,"279,5"
2002,PONTI,MONTA,6,3395,282
2002,PONTI,SUNFI,4,2181,237
2002,PORSC,911,6,3608,306
2002,SATUR,L100,4,2197,"240,5"
2002,SATUR,SC1,4,1902,"223,791232638889"
2002,SATUR,SL,4,1902,191
2002,SATUR,SL1,4,1902,"223,791232638889"
2002,SATUR,SL2,4,1902,"223,791232638889"
2002,SUBAR,FORES,4,2460,"255,5"
2002,SUBAR,IMPRE,4,2001,"270,5"
2002,SUBAR,IMPRE,4,2460,"256,5"
2002,SUBAR,LEGAC,4,2509,256
2002,SUZUK,AERIO,4,2001,"286,812977099237"
2002,SUZUK,GRAND,6,2493,"303,5"
2002,SUZUK,VITAR,4,2001,253
2002,SUZUK,XL7,6,2739,"324,5"
2002,TOYOT,4RUNN,6,3378,343
2002,TOYOT,CAMRY,4,2361,227
2002,TOYOT,CAMRY,6,3001,"265,75"
2002,TOYOT,CELIC,4,1787,"215,5"
2002,TOYOT,COROL,4,1787,177
2002,TOYOT,ECHO,4,1492,"172,5"
2002,TOYOT,RAV4,4,2001,251
2002,TOYOT,SIENN,6,3001,283
2002,TOYOT,TACOM,4,2689,"303,5"
2002,VOLKS,EUROV,6,2788,331
2002,VOLKS,GOLF,4,1984,"178,5"
2002,VOLKS,GTI,4,1787,"235,5"
2002,VOLKS,GTI,6,2788,260
2002,VOLKS,JETTA,4,1787,237
2002,VOLKS,JETTA,4,1902,"178,5"
2002,VOLKS,JETTA,6,2788,"272,5"
2002,VOLKS,NEWBE,4,1984,"178,5"
2002,VOLKS,PASSA,4,1787,"242,5"
2002,VOLKS,PASSA,6,2771,"270,666666666667"
2002,VOLVO,S60,5,2443,"259,25"
2002,VOLVO,S80,6,2919,285
2002,VOLVO,V70,5,2443,"265,5"
2003,ACURA,1.7EL,4,1673,192
2003,ACURA,3.2TL,,3231,262
2003,ACURA,3.2TL,6,3231,262
2003,ACURA,MDX,6,3477,313
2003,ACURA,RSX,4,2001,217
2003,AUDI,A4,4,1787,"247,857142857143"
2003,AUDI,A4,6,2985,"281,833333333333"
2003,BMW,325,6,2493,"267,833333333333"
2003,BMW,540,8,4395,"310,333333333333"
2003,BMW,M5,8,4952,375
2003,BMW,X5,6,2985,"342,5"
2003,BMW,X5,8,4395,"387,5"
2003,BUICK,CENTU,6,3132,258
2003,BUICK,LESAB,6,3788,262
2003,BUICK,RENDE,6,3345,285
2003,CADIL,CTS,6,3181,283
2003,CADIL,DEVIL,8,4575,288
2003,CHEVR,ASTRO,6,4297,"365,25"
2003,CHEVR,AVALA,8,5330,"264,042382721777"
2003,CHEVR,BLAZE,6,4297,"377,5"
2003,CHEVR,CAVAL,4,2197,"226,333333333333"
2003,CHEVR,EXPRE,6,4297,389
2003,CHEVR,EXPRE,8,4805,389
2003,CHEVR,EXPRE,8,5969,389
2003,CHEVR,IMPAL,6,3395,239
2003,CHEVR,IMPAL,6,3788,265
2003,CHEVR,MALIB,6,3132,258
2003,CHEVR,MONTE,6,3788,265
2003,CHEVR,S,6,4297,"264,042382721777"
2003,CHEVR,SILVE,8,4805,"264,042382721777"
2003,CHEVR,SILVE,8,5330,"264,042382721777"
2003,CHEVR,SILVE,8,5969,"264,042382721777"
2003,CHEVR,SILVE,8,6002,"264,042382721777"
2003,CHEVR,SILVE,8,6609,"264,042382721777"
2003,CHEVR,TRACK,4,2001,"254,25"
2003,CHEVR,TRACK,6,2493,"254,25"
2003,CHEVR,TRAIL,6,4198,347
2003,CHEVR,VENTU,6,3395,"282,5"
2003,CHRYS,300M,6,3526,278
2003,CHRYS,CONCO,6,3526,274
2003,CHRYS,INTRE,6,3526,274
2003,CHRYS,PTCRU,4,2427,"267,5"
2003,CHRYS,SEBRI,6,2706,"251,666666666667"
2003,CHRYS,SEBRI,6,2739,"251,666666666667"
2003,DODGE,CARAV,6,3296,"275,666666666667"
2003,DODGE,DAKOT,6,3919,359
2003,DODGE,DAKOT,8,4707,"349,5"
2003,DODGE,DURAN,8,4707,350
2003,DODGE,GRAND,6,3296,"283,333333333333"
2003,DODGE,GRAND,6,3772,"302,5"
2003,DODGE,NEON,4,2001,"332,005851929337"
2003,DODGE,RAM,6,3919,"409,5"
2003,DODGE,RAM,6,5887,"409,5"
2003,DODGE,RAM,6,5900,"409,5"
2003,DODGE,RAM,6,5904,"409,5"
2003,DODGE,RAM,8,4707,"377,25"
2003,DODGE,RAM,8,5658,"395,5"
2003,DODGE,RAM,8,5904,"413,75"
2003,FERRA,360,8,3591,472
2003,FORD,ECONO,6,4198,"306,207013238137"
2003,FORD,ESCAP,6,2968,291
2003,FORD,EXPLO,6,4000,341
2003,FORD,EXPLO,6,4018,341
2003,FORD,EXPLO,8,4608,370
2003,FORD,F150,8,4608,"362,25"
2003,FORD,F150,8,5412,387
2003,FORD,F250,8,5412,"306,207013238137"
2003,FORD,F250,8,6002,"306,207013238137"
2003,FORD,F250,8,7281,"306,207013238137"
2003,FORD,F350,8,6002,"306,207013238137"
2003,FORD,FOCUS,4,1984,"210,5"
2003,FORD,FOCUS,4,2001,"210,5"
2003,FORD,MUSTA,6,3805,268
2003,FORD,RANGE,6,2985,"306,75"
2003,FORD,RANGE,6,4018,"356,25"
2003,FORD,TAURU,6,2985,"269,166666666667"
2003,FORD,WINDS,6,3805,"301,5"
2003,GMC,ENVOY,6,4198,347
2003,GMC,ENVOY,8,5297,374
2003,GMC,JIMMY,6,4297,"377,5"
2003,GMC,SAFAR,6,4297,"365,25"
2003,GMC,SAVAN,8,5969,389
2003,GMC,SIERR,4,6609,"357,631964285714"
2003,GMC,SIERR,6,4297,"357,631964285714"
2003,GMC,SIERR,8,4805,"357,631964285714"
2003,GMC,SIERR,8,5330,"357,631964285714"
2003,GMC,SIERR,8,5969,"357,631964285714"
2003,GMC,SIERR,8,6609,"357,631964285714"
2003,GMC,SONOM,6,4297,"354,25"
2003,GMC,YUKON,8,5969,"357,631964285714"
2003,HONDA,ACCOR,4,2394,214
2003,HONDA,ACCOR,4,3001,214
2003,HONDA,ACCOR,6,3001,252
2003,HONDA,CIVIC,4,1673,"187,5"
2003,HONDA,CIVIC,4,1700,"187,5"
2003,HONDA,CIVIC,4,2001,221
2003,HONDA,CR-V,4,2394,259
2003,HONDA,ELEME,4,2394,"259,333333333333"
2003,HONDA,ODYSS,6,3477,288
2003,HONDA,PILOT,6,3477,313
2003,HYUND,ACCEN,4,1492,"200,5"
2003,HYUND,ACCEN,4,1500,"200,5"
2003,HYUND,ACCEN,4,1600,"202,5"
2003,HYUND,ACCEN,4,1607,"202,5"
2003,HYUND,ELANT,4,1984,219
2003,HYUND,SANTA,6,2657,"280,5"
2003,HYUND,SONAT,4,2345,244
2003,HYUND,SONAT,6,2657,271
2003,HYUND,TIBUR,4,1984,"233,5"
2003,HYUND,TIBUR,6,2657,277
2003,INFIN,FX35,6,3493,324
2003,INFIN,G35,6,3509,275
2003,JAGUA,S-TYP,6,2968,"286,5"
2003,JEEP,GRAND,6,4001,327
2003,JEEP,GRAND,8,4707,347
2003,JEEP,LIBER,6,3706,"318,5"
2003,JEEP,WRANG,4,2394,"320,063565177338"
2003,JEEP,WRANG,6,4001,"320,063565177338"
2003,KIA,RIO,4,1591,"215,5"
2003,KIA,SEDON,6,3493,350
2003,KIA,SOREN,6,3493,359
2003,KIA,SPECT,4,1787,237
2003,LEXUS,ES,6,3001,253
2003,LEXUS,IS,6,3001,294
2003,LEXUS,LS,8,4297,290
2003,LINCO,AVIAT,8,4608,393
2003,LINCO,TOWN,8,4608,301
2003,MAZDA,B3000,6,2985,"306,75"
2003,MAZDA,B4000,6,4018,357
2003,MAZDA,MPV,6,2968,301
2003,MAZDA,MX-5,4,1837,"244,333333333333"
2003,MAZDA,PROTE,4,1591,214
2003,MAZDA,PROTE,4,2000,"232,666666666667"
2003,MAZDA,PROTE,4,2001,"232,666666666667"
2003,MAZDA,TRIBU,6,2968,291
2003,MERCE,C,4,1804,237
2003,MERCE,C,6,2591,"287,5"
2003,MERCE,C,6,3198,"285,8"
2003,MERCE,CLK,6,3198,"272,5"
2003,MERCE,CLK,8,4969,320
2003,MERCE,E,6,3198,274
2003,MERCE,G,8,5002,444
2003,MERCE,ML,6,3723,354
2003,MERCE,S,8,4264,"291,881466450216"
2003,MERCE,S,8,4969,"291,881466450216"
2003,MERCE,SL,8,4969,336
2003,MITSU,ECLIP,4,2394,"249,2"
2003,MITSU,ECLIP,6,3001,"263,5"
2003,MITSU,GALAN,4,2394,258
2003,MITSU,LANCE,4,2001,"218,5"
2003,MITSU,OUTLA,4,2394,"271,5"
2003,NISSA,350Z,6,3509,277
2003,NISSA,ALTIM,4,2509,"238,5"
2003,NISSA,ALTIM,6,3509,269
2003,NISSA,FRONT,6,3296,"342,166666666667"
2003,NISSA,MAXIM,6,3509,"264,5"
2003,NISSA,PATHF,6,3493,345
2003,NISSA,SENTR,4,1771,197
2003,NISSA,XTERR,6,3296,349
2003,OLDSM,ALERO,4,2197,229
2003,OLDSM,ALERO,6,3395,239
2003,PONTI,GRAND,4,2197,229
2003,PONTI,GRAND,6,3132,258
2003,PONTI,GRAND,6,3395,239
2003,PONTI,SUNFI,,2197,229
2003,PONTI,SUNFI,4,2197,229
2003,PONTI,VIBE,4,1804,207
2003,PORSC,911,6,3608,306
2003,SATUR,ION,4,2197,228
2003,SATUR,L200,4,2197,229
2003,SATUR,VUE,4,2263,"254,666666666667"
2003,SATUR,VUE,6,2968,"279,5"
2003,SUBAR,BAJA,4,2460,"269,5"
2003,SUBAR,FORES,4,2460,"256,5"
2003,SUBAR,IMPRE,4,2001,"269,5"
2003,SUBAR,IMPRE,4,2460,"256,5"
2003,SUBAR,LEGAC,4,2509,"260,666666666667"
2003,SUBAR,LEGAC,6,3001,"260,666666666667"
2003,SUZUK,AERIO,4,2001,"219,3"
2003,SUZUK,GRAND,6,2493,"303,5"
2003,SUZUK,VITAR,4,2001,253
2003,SUZUK,XL7,6,2739,"249,948699551567"
2003,TOYOT,4RUNN,6,4001,324
2003,TOYOT,4RUNN,8,4674,357
2003,TOYOT,CAMRY,4,2361,"228,333333333333"
2003,TOYOT,CAMRY,6,3001,"268,666666666667"
2003,TOYOT,CELIC,4,1787,218
2003,TOYOT,COROL,4,1787,"201,714285714286"
2003,TOYOT,COROL,4,1800,"201,714285714286"
2003,TOYOT,ECHO,4,1492,168
2003,TOYOT,ECHO,4,1500,168
2003,TOYOT,HIGHL,6,3001,304
2003,TOYOT,MATRI,4,1787,"208,794174789269"
2003,TOYOT,RAV4,4,2001,253
2003,TOYOT,SEQUO,8,4674,384
2003,TOYOT,SIENN,6,3001,283
2003,TOYOT,TACOM,4,2443,"256,5"
2003,TOYOT,TACOM,4,2689,"306,666666666667"
2003,TOYOT,TACOM,6,3378,335
2003,TOYOT,TUNDR,8,4674,375
2003,VOLKS,GOLF,,1984,"178,5"
2003,VOLKS,GOLF,4,1902,"178,5"
2003,VOLKS,GOLF,4,1984,"178,5"
2003,VOLKS,GTI,4,1787,"235,5"
2003,VOLKS,JETTA,4,1787,237
2003,VOLKS,JETTA,4,1902,179
2003,VOLKS,JETTA,4,1984,179
2003,VOLKS,JETTA,6,2788,247
2003,VOLKS,NEWBE,4,1787,"234,5"
2003,VOLKS,NEWBE,4,1902,"179,5"
2003,VOLKS,NEWBE,4,1984,"179,5"
2003,VOLKS,PASSA,4,1787,"242,5"
2003,VOLVO,S40,4,1951,246
2003,VOLVO,S60,5,2443,247
2003,VOLVO,XC70,5,2509,285
2004,ACURA,1.7EL,4,1673,191
2004,ACURA,MDX,6,3477,313
2004,ACURA,RSX,4,2001,"215,333333333333"
2004,ACURA,TL,6,3231,"233,819233206589"
2004,ACURA,TSX,4,2394,239
2004,AUDI,A4,4,1787,"246,142857142857"
2004,BMW,325,6,2493,"263,5"
2004,BMW,330,6,2985,"265,454545454545"
2004,BMW,530,6,2985,262
2004,BMW,M3,6,3247,"311,75"
2004,BMW,X3,6,2985,313
2004,BMW,X5,6,2985,"341,5"
2004,BMW,Z4,6,2985,"254,333333333333"
2004,BUICK,CENTU,6,3099,255
2004,BUICK,LESAB,6,3788,260
2004,BUICK,RAINI,6,4198,"341,5"
2004,BUICK,RENDE,6,3395,289
2004,CADIL,CTS,6,3608,285
2004,CADIL,XLR,8,4608,306
2004,CHEVR,AVALA,8,5330,"253,309558555272"
2004,CHEVR,AVEO,4,1607,207
2004,CHEVR,BLAZE,6,4297,"387,5"
2004,CHEVR,CAVAL,4,2197,"211,25"
2004,CHEVR,COLOR,4,2804,308
2004,CHEVR,COLOR,5,3509,"301,75"
2004,CHEVR,CORVE,8,5740,283
2004,CHEVR,EPICA,6,2493,267
2004,CHEVR,EXPRE,8,4805,391
2004,CHEVR,EXPRE,8,5969,391
2004,CHEVR,IMPAL,6,3395,239
2004,CHEVR,IMPAL,6,3788,"272,5"
2004,CHEVR,MALIB,4,2197,225
2004,CHEVR,MALIB,6,3509,232
2004,CHEVR,OPTRA,4,2001,242
2004,CHEVR,SILVE,6,4297,"253,309558555272"
2004,CHEVR,SILVE,8,4805,"253,309558555272"
2004,CHEVR,SILVE,8,5297,"253,309558555272"
2004,CHEVR,SILVE,8,5330,"253,309558555272"
2004,CHEVR,SILVE,8,5969,"253,309558555272"
2004,CHEVR,SILVE,8,6609,"253,309558555272"
2004,CHEVR,SUBUR,8,5330,"253,309558555272"
2004,CHEVR,TAHOE,8,5330,"253,309558555272"
2004,CHEVR,TRACK,6,2493,297
2004,CHEVR,TRAIL,6,4198,349
2004,CHEVR,VENTU,6,3395,289
2004,CHRYS,300M,6,3526,278
2004,CHRYS,INTRE,6,2739,248
2004,CHRYS,INTRE,6,3526,274
2004,CHRYS,PTCRU,4,2427,"246,5"
2004,CHRYS,SEBRI,4,2427,242
2004,CHRYS,SEBRI,6,2739,"253,571428571429"
2004,DODGE,CARAV,6,3296,274
2004,DODGE,DAKOT,6,3690,330
2004,DODGE,DAKOT,8,4707,"365,75"
2004,DODGE,DURAN,8,4707,389
2004,DODGE,DURAN,8,5658,398
2004,DODGE,GRAND,4,3296,281
2004,DODGE,GRAND,6,3296,281
2004,DODGE,GRAND,6,3772,294
2004,DODGE,NEON,4,2001,"339,755789098682"
2004,DODGE,NEON,6,2394,"339,755789098682"
2004,DODGE,RAM,6,5887,345
2004,DODGE,RAM,6,5904,345
2004,DODGE,RAM,8,4707,"400,75"
2004,DODGE,RAM,8,5658,396
2004,FORD,CROWN,8,4608,304
2004,FORD,ECONO,8,4608,"326,275315726248"
2004,FORD,ECONO,8,5412,"326,275315726248"
2004,FORD,ESCAP,6,2968,289
2004,FORD,EXPED,8,5412,403
2004,FORD,EXPLO,6,4018,"337,166666666667"
2004,FORD,EXPLO,8,4608,363
2004,FORD,F150,8,4608,"364,5"
2004,FORD,F150,8,5412,"403,6"
2004,FORD,F250,8,5412,"326,275315726248"
2004,FORD,F250,8,6002,"326,275315726248"
2004,FORD,F350,8,6002,"326,275315726248"
2004,FORD,FOCUS,4,1984,"218,777777777778"
2004,FORD,FOCUS,4,2001,"218,777777777778"
2004,FORD,FREES,6,4198,320
2004,FORD,MUSTA,6,3903,267
2004,FORD,RANGE,6,2985,"309,5"
2004,FORD,RANGE,6,4018,"345,666666666667"
2004,FORD,TAURU,6,2985,"276,75"
2004,GMC,CANYO,5,3509,"302,25"
2004,GMC,ENVOY,6,4198,"354,5"
2004,GMC,ENVOY,8,5297,"384,5"
2004,GMC,SAFAR,6,4297,"378,5"
2004,GMC,SIERR,6,4297,"349,216038406828"
2004,GMC,SIERR,8,4805,"349,216038406828"
2004,GMC,SIERR,8,5330,"349,216038406828"
2004,GMC,SIERR,8,5969,"349,216038406828"
2004,GMC,SIERR,8,6609,"349,216038406828"
