ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION
1998,GMC,SIERR,6,7445,"347,25"
1998,SUZUK,CARRY,,970,"240,341292134831"
1999,FORD,RANGE,,3000,"316,583333333333"
2000,DODGE,DAKOT,8,3919,368
2000,NISSA,QUEST,6,3296,306
2001,VOLKS,JETTA,6,1787,"272,5"
2002,CHRYS,INTRE,4,3526,"285,5"
2002,GMC,SIERR,4,4805,"348,079844206426"
2003,MITSU,FG,4,3903,"251,825023607177"
2003,TOYOT,SIENN,4,3001,283
2003,VOLKS,GOLF,4,1900,"178,5"
2003,VOLVO,XC90,5,2500,299
2004,DODGE,DURAN,4,4707,389
2004,GMC,SIERR,6,4805,"349,216038406828"
2005,ACURA,TL,6,3200,260
2005,DODGE,RAM,4,5707,329
2006,BMW,Z4,,3001,"277,454037644201"
2006,HYUND,ELANT,3,1984,214
2006,MERCU,MOUNT,8,4608,"242,93759204692"
2006,PORSC,911,6,3600,"347,725651577504"
2006,SUZUK,GRAND,3,2689,"301,333333333333"
2006,TOYOT,SIENN,4,3296,291
2006,TOYOT,TC,4,2361,"208,489621101694"
2007,DODGE,GRAND,,3296,"281,833333333333"
2007,TOYOT,4RUNN,6,4000,315
2007,VOLVO,S40,5,2500,"255,25"
2008,LANDR,LR2,4,3198,297
2008,PORSC,911,6,3800,"299,333333333333"
2008,SMART,FORTW,,1000,150
2009,KIA,SEDON,6,3800,294
2009,LINCO,MKX,6,3500,304
2010,FORD,F150,,4608,"327,666666666667"
2010,INFIN,M45,8,4510,321
2010,MITSU,OUTLA,3,3001,232
2012,GMC,SIERR,6,6002,336
2012,INFIN,G25,6,2500,237
2012,MAZDA,MX-5,4,2000,227
2012,MERCE,ML,6,3500,"267,416926125107"
2013,HONDA,CIVIC,8,1804,"171,5"
2013,KIA,OPTIM,4,,188
2013,MITSU,RVR,6,2001,"201,666666666667"
2014,MAZDA,6,4,,"176,333333333333"
2015,FERRA,F12,9,6314,"204,874610140885"
2015,GMC,SAVAN,8,6199,"428,333333333333"
2015,LEXUS,NX,6,2001,"224,5"
2016,FORD,F250,4,6199,"247,545126878261"
2016,PORSC,CAYMA,4,3395,"236,75"
2017,MERCE,CLA,,2001,190
2017,NISSA,ROGUE,,2509,"197,5"
2017,TOYOT,COROL,4,1800,"174,285714285714"
2018,AUDI,RS3,4,2500,248
2018,AUDI,SQ5,4,,270
2018,HONDA,CR-V,4,1500,"184,5"
2018,MITSU,RVR,4,,215
2019,GENES,G80,8,5034,312
1936,DODGE,,8,,"452,304"
1957,INTER,,6,,"388,548"
1964,AUSTI,,6,,"367,296"
1967,PLYMO,FURY,8,,"358,188"
1969,FORD,F100,8,,"352,116"
1976,FORD,CUSTO,8,,"330,864"
1977,BUICK,REGAL,8,,"327,828"
1978,CITRO,2CV,,,"324,792"
1978,FORD,,4,,"324,792"
1978,PONTI,,8,,"324,792"
1979,INTER,SCOUT,8,,"321,756"
1980,CHRYS,CORDO,8,,"318,72"
1981,PLYMO,RELIA,4,2197,"315,684"
1982,CHRYS,LEBAR,4,2542,"312,648"
1983,CHEVR,G20,8,6215,"309,612"
1983,DODGE,W-SER,8,5215,"309,612"
1983,VOLKS,VANAG,4,1968,"309,612"
1983,VOLVO,242,4,2132,"309,612"
1984,DODGE,,6,,"306,576"
1986,CHEVR,VAN,6,4297,"300,504"
1986,DODGE,600,4,2509,"300,504"
1986,DODGE,RAM,6,3690,"300,504"
1986,TOYOT,SUPRA,4,2952,"300,504"
1987,CADIL,FLEET,8,4083,"297,468"
1987,FORD,F250,8,4952,"297,468"
1988,MERCE,300,5,,"294,432"
1990,,,6,,"288,36"
1991,CHEVR,R3500,6,5740,"285,324"
1991,NISSA,SILVI,,,"285,324"
1992,DODGE,RAMCH,8,5215,"282,288"
1992,SUZUK,SWIFT,4,1591,"282,288"
1994,AUDI,CABRI,6,2771,"276,216"
1995,FORD,F150,8,4920,"379,25"
1995,PORSC,968,4,3001,305
1996,MERCE,,4,2200,"268,636363636364"
1996,MITSU,ECLIP,4,2345,"278,540813495254"
1997,VOLKS,EUROV,3,2378,"218,803921568627"
1998,CHEVR,GMT-4,4,4297,"266,991622574955"
1998,VOLKS,,5,2500,"230,155797101449"
1999,FORD,MUSTA,,4608,305
1999,HONDA,ODYSS,4,3477,292
1999,MERCE,SL,,5986,393
1999,TOYOT,,4,1300,"209,792209158142"
2000,SAAB,9-5,6,2968,283
2002,ASTON,VANQU,,5936,"253,294016216934"
2003,ACURA,3.2TL,6,3200,262
2003,DODGE,RAM,8,5887,"404,625"
2003,MERCE,ML,6,3200,354
2004,BMW,525,6,2493,"264,5"
2004,GMC,SAVAN,8,4800,391
2005,DODGE,CARAV,,3296,"276,666666666667"
2006,CHEVR,AVEO,8,1607,214
2006,CHEVR,COBAL,6,2197,"226,25"
2006,DODGE,MAGNU,8,5700,304
2006,SATUR,RELAY,6,3903,290
2007,CHRYS,300,6,2706,291
2007,FORD,EXPED,8,5400,"282,177570439699"
2007,HONDA,ACCOR,6,2394,235
2007,HYUND,SANTA,4,2657,"270,5"
2007,PONTI,TORRE,,3395,"280,5"
2008,HYUND,TIBUR,6,1984,277
2008,PONTI,WAVE,,1607,"202,5"
2008,VOLKS,RABBI,,2500,239
2009,AUDI,Q5,,3198,"247,115301724139"
2009,CADIL,XLR-V,8,4395,"285,796594982079"
2009,CHEVR,IMPAL,4,3903,"253,5"
2009,DODGE,GRAND,4,4001,271
2009,HYUND,SONAT,5,2361,215
2009,LEXUS,IS,6,3460,253
2009,PONTI,VIBE,,2394,230
2010,BMW,528,3,3001,256
2010,DODGE,AVENG,,2394,221
2010,FORD,F250,8,5400,"270,823133283324"
2010,GMC,SIERR,8,5300,"302,666666666667"
2010,TOYOT,COROL,8,1804,187
2010,VOLVO,S80,4,,"280,5"
2011,FORD,RANGE,4,2300,255
2011,NISSA,MURAN,4,3509,271
2012,FORD,EXPLO,4,2000,235
2012,JEEP,COMPA,,2394,"226,5"
2013,GMC,TERRA,,2394,"219,5"
2013,NISSA,ALTIM,6,2509,214
2014,DODGE,JOURN,4,3608,255
2014,FORD,F150,5,5002,"285,75"
2014,VOLVO,XC60,4,3198,266
2015,FORD,FIEST,4,1000,176
2016,AUDI,S5,4,2968,"265,333333333333"
2016,CADIL,ATS,,2001,"225,333333333333"
2016,CADIL,ATS,6,2001,240
2016,CHRYS,200,4,3608,192
2016,LANDR,RANGE,6,2993,"272,5"
2016,MITSU,OUTLA,6,3000,238
2016,NISSA,SENTR,4,1607,"175,5"
2017,ALFA,GIULI,6,2903,280
2017,BUICK,CASCA,4,1607,"213,69789311408"
2017,FORD,F150,6,2700,"274,666666666667"
2017,GMC,ACADI,4,3608,241
2017,HONDA,ODYSS,6,,251
2017,MERCE,SLC,4,1991,200
2017,RAM,1500,4,5707,"289,25"
2018,CHEVR,COLOR,6,,"297,666666666667"
2018,SUBAR,FORES,4,2500,212
2019,BMW,X1,4,2001,217
2019,MERCE,E,6,,"256,5"
1941,JEEP,,4,,"437,124"
1953,CHEVR,,4,,"400,692"
1958,OLDSM,,8,,"385,512"
1962,VOLKS,KARMA,4,,"373,367999999999"
1964,DODGE,DART,6,,"367,296"
1966,AMER,RAMBL,6,,"361,224"
1966,AUSTI,HEALE,6,,"361,224"
1966,MERCU,MONTE,8,,"361,224"
1969,LINCO,,8,,"352,116"
1971,CHEVR,CHEVY,8,,"346,044"
1972,DODGE,DART,6,,"343,008"
1975,OLDSM,CUTLA,8,,"333,9"
1975,TOYOT,LANDC,4,,"333,9"
1976,ALFA,SPIDE,4,,"330,864"
1976,CHEVR,C10,8,,"330,864"
1976,FIAT,124,4,,"330,864"
1977,CHEVR,CAPRI,8,,"327,828"
1984,CHRYS,FIFTH,8,5215,"306,576"
1984,GMC,C2500,8,7445,"306,576"
1984,JEEP,JEEP,4,,"306,576"
1984,MERCE,230,4,,"306,576"
1986,FORD,RANGE,4,2001,"300,504"
1988,JAGUA,XJ12,9,,"294,432"
1990,FORD,F150,6,4900,"288,36"
1991,BMW,850,4,,"285,324"
1992,SUBAR,LEGAC,4,2214,"282,288"
1993,DODGE,W-SER,4,5215,"279,251999999999"
1993,TOYOT,CELIC,4,,"279,251999999999"
1994,DODGE,COLT,4,1755,"276,216"
1994,EAGLE,TALON,,2001,"276,216"
1995,SUZUK,CARRY,,660,"244,784188034188"
1996,VOLKS,JETTA,4,1902,271
1997,CHEVR,P30,6,4297,"266,183558558558"
1997,DODGE,RAM,5,5215,"360,4"
1997,MERCE,SL,,5986,377
1998,FIAT,,4,1700,"259,777783223823"
1998,NISSA,PATHF,6,3300,"356,5"
1999,BMW,323,4,2493,"271,833333333333"
1999,CHEVR,EXPRE,4,5002,"255,451131141745"
1999,PONTI,MONTA,6,3400,"245,58749010293"
1999,VOLKS,JETTA,4,2000,239
2000,FORD,EXCUR,8,6806,"318,277164852408"
2000,FORD,TAURU,6,3000,"271,5"
2000,MERCE,,6,2792,"290,489559164733"
2000,MERCE,SL,,5986,393
2001,CHEVR,MALIB,4,3132,258
2001,JEEP,GRAND,4,4707,338
2001,PLYMO,NEON,4,2001,311
2002,FORD,ECONO,8,4600,"313,969429024584"
2002,HUMME,H1,8,6510,"253,294016216934"
2003,VOLKS,PASSA,4,4001,"242,5"
2004,FORD,EXPLO,8,4600,363
2004,KIA,SPECT,4,1800,237
2005,CHEVR,SILVE,8,4800,"254,411260947067"
2005,KIA,OPTIM,4,2400,"267,841188184534"
2005,SMART,FORTW,,787,140
2006,MERCE,E,8,5510,"348,5"
2006,MERCE,S,8,6002,347
2007,DODGE,CARAV,5,3296,"276,666666666667"
2007,KIA,SPECT,,2001,207
2008,CHRYS,SEBRI,4,2706,"226,5"
2008,DODGE,GRAND,8,3805,294
2009,FERRA,CALIF,8,4297,"419,666666666667"
2009,FORD,FOCUS,4,,197
2009,HONDA,ACCOR,6,,"251,666666666667"
2009,SUBAR,OUTBA,4,3001,244
2010,GMC,CANYO,4,2900,"264,333333333333"
2010,INFIN,G37,3,3706,266
2010,MITSU,LANCE,,2001,"258,666666666667"
2010,VOLKS,GOLF,,2476,"227,5"
2011,AUDI,A6,8,4165,290
2011,HONDA,PILOT,4,3493,"292,5"
2011,LEXUS,RX,8,3509,227
2011,MAZDA,3,,2001,"195,5"
2011,TOYOT,SEQUO,8,5700,366
2012,GMC,SAVAN,8,4800,"401,5"
2013,HYUND,EQUUS,8,5000,299
2013,INFIN,JX35,6,3500,269
2013,TOYOT,VENZA,3,3509,"232,5"
2014,FORD,FUSIO,,2001,40
2014,MITSU,RVR,6,2001,203
2014,RAM,1500,3,3001,"280,5"
2015,HYUND,SONAT,4,2400,169
2015,KIA,FORTE,4,,"198,583333333333"
2015,NISSA,MICRA,8,1607,178
2016,BENTL,FLYIN,8,4001,322
2016,DODGE,CHALL,6,6199,242
2016,HYUND,SANTA,6,2361,"276,333333333333"
2016,MAZDA,6,4,,179
2016,NISSA,MURAN,,3509,231
2017,FORD,FUSIO,,2001,35
2017,GMC,TERRA,,2394,"225,5"
2017,HYUND,SANTA,,2361,244
2017,HYUND,SANTA,5,3296,"276,333333333333"
2017,PORSC,BOXST,6,2493,"239,5"
2017,ROLLS,DAWN,9,6592,390
2019,INFIN,QX50,4,,211
2019,MAZDA,CX-3,4,,"184,666666666667"
2019,PORSC,CAYEN,6,,"84,5"
1931,,,8,,"467,484"
1947,OLDSM,,8,,"418,908"
1963,FORD,FALCO,8,,"370,332"
1963,MERCE,UNIMO,6,,"370,332"
1965,FIAT,500,,,"364,26"
1966,CHEVR,BELAI,8,,"361,224"
1967,PONTI,FIREB,6,,"358,188"
1968,JEEP,WILLI,4,,"355,152"
1969,FIAT,124,4,,"352,116"
1971,GMC,SIERR,8,,"346,044"
1971,PLYMO,ROADR,8,,"346,044"
1973,BUICK,LESAB,8,,"339,972"
1977,BUICK,LESAB,8,,"327,828"
1977,DODGE,ASPEN,8,,"327,828"
1978,JEEP,RENEG,8,,"324,792"
1979,CADIL,,8,,"321,756"
1980,FORD,FAIRM,8,,"318,72"
1985,CITRO,2CV,,,"303,54"
1985,GMC,C1500,8,4297,"303,54"
1986,FIAT,BERTO,4,1492,"300,504"
1987,MAZDA,B2600,4,2558,"297,468"
1988,FORD,F350,8,7544,"294,432"
1988,FORD,RANGE,4,2296,"294,432"
1989,CHEVR,G20,6,4297,"291,396"
1989,TOYOT,PICKU,4,2400,"291,396"
1990,BUICK,LESAB,8,5034,"288,36"
1990,CHEVR,S,6,2837,"288,36"
1991,DODGE,D-SER,8,5904,"285,324"
1992,MERCU,COUGA,8,4952,"282,288"
1993,TOYOT,COROL,,1591,"279,251999999999"
1994,LEXUS,GS,6,3001,"276,216"
1994,SATUR,SL2,4,1902,"276,216"
1995,DODGE,RAM,8,5887,"456,1"
1995,NISSA,200SX,4,2001,230
1996,GMC,SUBUR,8,7445,339
1996,VOLKS,JETTA,6,2788,"285,5"
1997,JEEP,WRANG,,2460,"347,226635514019"
1998,GMC,SAFAR,6,4300,"347,25"
1999,CADIL,DEVIL,8,4600,299
1999,SUZUK,GRAND,4,2493,299
2000,CADIL,PROFE,8,4575,"309,214765100671"
2000,HONDA,CR-V,9,1968,267
2000,HONDA,PRELU,,2165,"255,5"
2000,HYUND,SONAT,4,2493,260
2000,JEEP,GRAND,8,4001,363
2001,ACURA,3.2CL,4,3231,265
2001,GMC,SIERR,8,6600,"344,614185110664"
2001,ISUZU,RODEO,4,2181,335
2001,LANDR,DEFEN,5,,"247,738038286526"
2003,CHEVR,CAVAL,6,2197,"226,333333333333"
2003,HYUND,ACCEN,6,1607,"202,5"
2003,NISSA,350Z,4,3509,277
2003,TOYOT,LAND,8,4674,"208,794174789269"
2004,BUICK,RENDE,,3395,289
2004,BUICK,RENDE,6,3400,289
2004,HONDA,CIVIC,8,1673,"186,5"
2004,MITSU,LANCE,9,2001,"210,5"
2005,BMW,525,6,2493,"258,333333333333"
2005,CHEVR,BLAZE,4,4297,374
2005,CHEVR,VENTU,6,3400,281
2005,JEEP,LIBER,8,3706,314
2005,VOLVO,V70,,2509,"278,5"
2006,AUDI,S4,8,4200,"339,166666666667"
2006,VOLVO,V70,5,2500,"273,8"
2007,AUDI,A3,6,3200,260
2007,CADIL,CTS,6,2800,"287,5"
2007,SUBAR,B9,6,3000,304
2008,FORD,F250,8,5400,"286,283999017702"
2008,MERCE,SL,,5510,366
2008,MITSU,RAIDE,6,3706,"260,61415616014"
2008,SUBAR,IMPRE,5,2460,"254,2"
2009,ACURA,MDX,3,3706,317
2009,FORD,EDGE,4,3509,"294,5"
2009,GMC,SIERR,6,4300,"334,5"
2009,MERCE,C,6,2500,"261,666666666667"
2009,MITSU,OUTLA,,2394,"248,5"
2009,NISSA,VERSA,6,1607,"192,333333333333"
2010,CHRYS,SEBRI,9,2394,248
2010,GMC,TERRA,4,2400,"219,5"
2010,MAZDA,3,,2493,223
2010,PONTI,G6,4,2394,"202,194072908469"
2011,BMW,Z4,6,3000,"257,8"
2011,FORD,F150,5,5002,290
2011,HONDA,CIVIC,6,1804,184
2012,HYUND,ELANT,9,1804,"171,5"
2012,MERCE,E,4,4657,"247,333333333333"
2013,FORD,F150,8,3509,"319,875"
2013,FORD,F250,8,6700,"212,007049852817"
2013,TOYOT,TACOM,,4001,"307,333333333333"
2013,VOLKS,PASSA,4,2000,180
2014,ACURA,RDX,4,3509,244
2014,DODGE,CHARG,4,3608,"244,444444444444"
2014,HYUND,TUCSO,,2001,"229,333333333333"
2014,NISSA,LEAF,,3509,0
2014,RAM,PROMA,6,3001,"314,567390082886"
2015,FORD,ARTIS,8,7281,"212,892743686768"
2015,HONDA,ACCOR,4,,"151,333333333333"
2016,BMW,I3,,,11
2016,CHRYS,200,6,,"236,5"
2016,FORD,FOCUS,4,1607,"183,548571428571"
2016,FORD,MUSTA,,5002,298
2016,VOLVO,V60,5,2500,236
2017,MERCE,,4,2001,"203,157761209485"
2017,NISSA,QASHQ,4,1607,"201,333333333333"
2018,SUBAR,OUTBA,5,2500,198
2019,CHRYS,PACIF,,3608,37
1932,PLYMO,,6,,"464,448"
1938,PONTI,,6,,"446,232"
1952,FORD,,4,750,"403,728"
1959,GMC,,8,6609,"382,476"
1964,CHEVR,VAN,6,,"367,296"
1967,LANDR,,4,,"358,188"
1967,VOLVO,,4,,"358,188"
1968,CHEVR,PICKU,8,,"355,152"
1970,CHEVR,BELAI,8,,"349,08"
1971,PLYMO,DUSTE,6,,"346,044"
1972,CHEVR,C10,8,,"343,008"
1973,LANDR,,4,,"339,972"
1976,CHRYS,NEWYO,8,,"330,864"
1976,GMC,VANDU,8,,"330,864"
1976,TOYOT,CELIC,4,,"330,864"
1978,JEEP,CJ5,6,,"324,792"
1983,BUICK,REGAL,8,5002,"309,612"
1984,LINCO,MARK,8,4952,"306,576"
1984,PONTI,FIREB,,2837,"306,576"
1985,CHEVR,CAPRI,8,5002,"303,54"
1985,FERRA,,8,,"303,54"
1985,JAGUA,XJ12,,5346,"303,54"
1986,MAZDA,RX7,9,1312,"300,504"
1987,FORD,BRONC,5,4952,"297,468"
1987,TOYOT,MR2,,1591,"297,468"
1990,CHEVR,V3500,8,5740,"288,36"
1990,FERRA,F40,8,2935,"288,36"
1990,FORD,AEROS,6,2985,"288,36"
1990,GMC,SIERR,8,7445,"288,36"
1990,HONDA,PRELU,4,2050,"288,36"
1991,AUDI,100,5,2312,"285,324"
1991,MAZDA,SCRUM,6,,"285,324"
1991,SUZUK,JIMNY,4,,"285,324"
1991,TOYOT,LANDC,6,,"285,324"
1992,HONDA,CIVIC,,1492,"282,288"
1992,SUBAR,SAMBA,4,,"282,288"
1992,TOYOT,SOARE,4,,"282,288"
1993,FIAT,,4,,"279,251999999999"
1995,MERCE,S,,5986,"416,5"
1995,SUZUK,SIDEK,4,1600,"249,666666666667"
1995,TOYOT,PICKU,6,3000,"223,511435958632"
1996,DODGE,RAM,8,5200,"416,6875"
1996,FORD,F150,,4920,"381,25"
1998,CHRYS,CONCO,6,3200,271
1998,DODGE,RAM,8,8003,"414,8"
1999,CHRYS,LHS,4,3526,283
1999,SATUR,SL2,4,1900,"256,149449810518"
1999,VOLVO,S80,5,2919,271
2000,DODGE,RAM,5,5215,"366,25"
2000,HYUND,ELANT,4,2000,"235,25"
2000,HYUND,SONAT,,2493,260
2000,MAZDA,B4000,6,4000,"343,5"
2002,OLDSM,ALERO,6,2197,246
2003,CHEVR,TRACK,6,2500,"254,25"
2003,CHRYS,INTRE,9,3526,274
2003,JAGUA,X-TYP,6,2500,"273,5"
2004,FORD,MUSTA,6,3900,267
2004,MAZDA,B3000,4,2985,306
2004,MITSU,MONTE,6,3493,352
2004,VOLKS,JETTA,,1902,"186,75"
2005,CHRYS,300,4,3509,290
2005,JEEP,LIBER,4,2394,276
2005,VOLVO,XC70,,2509,292
2006,BMW,325,8,2985,"261,5"
2006,CHEVR,IMPAL,6,3900,269
2006,GMC,SIERR,6,4300,"317,113792363791"
2006,HONDA,ODYSS,4,3493,273
2006,TOYOT,TUNDR,8,4700,"363,5"
2007,BMW,335,4,3001,"270,625"
2007,DODGE,CALIB,,2001,221
2007,NISSA,MAXIM,4,3509,255
2008,FORD,F150,,4608,360
2008,MAZDA,B3000,6,3000,314
2009,DODGE,JOURN,6,2394,"302,5"
2009,SUZUK,EQUAT,6,4000,322
2010,ACURA,MDX,6,3700,304
2010,CHEVR,TAHOE,8,6002,252
2010,MAZDA,3,3,2001,"195,5"
2010,TOYOT,CAMRY,8,2493,239
2011,HYUND,SONAT,,1984,209
2011,KIA,RIO,,1607,178
2012,LANDR,EVOQU,4,2000,"374,084645669291"
2013,BMW,X5,4,4395,"290,5"
2013,BUICK,VERAN,6,2394,215
2013,DODGE,JOURN,,3608,"272,666666666667"
2014,FORD,FIEST,,1607,"173,75"
2014,LEXUS,IS,,2493,"228,333333333333"
2014,MERCE,SLS,8,6199,"367,333333333333"
2014,NISSA,VERSA,5,1607,"164,5"
2014,TOYOT,TACOM,6,2689,"309,666666666667"
2015,NISSA,ROGUE,6,2509,"193,5"
2016,HYUND,TUCSO,4,1984,"225,5"
2017,CHEVR,SILVE,,5300,"305,222222222222"
2017,MERCE,S,9,6002,71
2017,RAM,1500,8,3608,"338,5"
2018,SUBAR,CROSS,,2001,204
2018,VOLKS,TIGUA,6,1984,233
2019,GMC,ACADI,4,,"242,5"
2019,LINCO,MKX,6,2700,"258,349476439791"
1932,OLDSM,,6,,"464,448"
1935,CHEVR,,6,,"455,34"
1941,GMC,,6,,"437,124"
1946,DODGE,,6,,"421,944"
1957,MERCU,,6,,"388,548"
1963,MERCU,,8,,"370,332"
1965,OLDSM,CUTLA,8,,"364,26"
1968,MERCU,COMET,8,,"355,152"
1970,TRIUM,SPITF,6,,"349,08"
1975,CHEVR,CORVE,6,,"333,9"
1975,DODGE,CORON,8,,"333,9"
1975,MERCE,240,4,,"333,9"
1975,MERCU,COMET,8,,"333,9"
1976,MERCU,COUGA,8,,"330,864"
1977,CHEVR,SPORT,8,,"327,828"
1978,JEEP,ARTIS,6,,"324,792"
1980,TOYOT,TERCE,4,,"318,72"
1982,GMC,S,4,1951,"312,648"
1982,PORSC,911,6,,"312,648"
1983,TOYOT,CELIC,4,2361,"309,612"
1984,GMC,VANDU,6,4100,"306,576"
1985,FORD,LTD,8,4952,"303,54"
1986,CHEVR,P30,6,4789,"300,504"
1986,DODGE,RAMCH,8,5904,"300,504"
1986,OLDSM,FIREN,6,2837,"300,504"
1987,AMER,ALLIA,4,1968,"297,468"
1987,MERCU,TOPAZ,4,2296,"297,468"
1988,VOLKS,JETTA,4,1787,"294,432"
1990,CADIL,SEVIL,8,4510,"288,36"
1990,CHRYS,DAYTO,6,2968,"288,36"
1991,BUICK,SKYLA,6,3345,"285,324"
1992,SAAB,900,4,,"282,288"
1994,CHEVR,BLAZE,4,6510,"276,216"
1995,FIAT,,4,1700,"283,55792135904"
1995,LADA,NIVA,4,1607,"283,55792135904"
1995,MAZDA,RX7,4,1312,308
1996,CHRYS,CONCO,6,3526,285
1997,MAZDA,SCRUM,6,650,"260,510658914729"
1997,SUZUK,CARRY,,,"242,259090909091"
1997,TOYOT,SUPRA,8,3001,"303,5"
1998,FORD,F150,4,4608,"350,75"
1998,FORD,RANGE,4,4018,261
1998,ISUZU,HOMBR,4,2181,266
1999,MERCE,C,6,2296,258
1999,MERCE,S,4,3198,304
2000,CHRYS,SEBRI,8,2493,"274,666666666667"
2001,BMW,Z3,6,3000,"263,5"
2001,FORD,RANGE,4,2509,332
2001,FORD,TAURU,4,2985,"281,25"
2001,TOYOT,HIGHL,4,3001,"200,939351075722"
2002,JAGUA,XJ,8,4001,306
2003,DODGE,DURAN,4,4707,350
2003,HUMME,H1,8,6510,"247,53767087339"
2004,FORD,F150,6,4608,349
2004,ISUZU,RODEO,6,3198,"248,798565700175"
2004,KIA,RIO,4,1600,"215,5"
2004,TOYOT,4RUNN,4,4674,324
2005,VOLKS,GTI,,1787,"235,5"
2006,AUTO,ARTIS,8,,"242,93759204692"
2006,BMW,X5,6,4395,"341,5"
2006,FORD,CROWN,8,4600,301
2007,VOLVO,C70,5,2500,"255,5"
2007,VOLVO,S60,4,2525,"268,666666666667"
2008,CHEVR,COBAL,4,2000,216
2008,GMC,SIERR,9,6199,"376,25"
2008,HONDA,CIVIC,6,1804,184
2008,MERCE,R,6,5510,329
2008,PONTI,MONTA,,3903,"283,333333333333"
2009,DODGE,CHARG,8,6100,354
2010,FORD,EDGE,,3509,276
2010,SUZUK,GRAND,,2394,265
2010,TOYOT,HIGHL,,3296,207
2011,BMW,X6,,3001,288
2011,CHRYS,300,6,3600,"254,5"
2011,GMC,YUKON,8,5300,308
2011,TOYOT,YARIS,,1492,"172,5"
2011,VOLVO,C70,5,2500,246
2012,FORD,EXPLO,6,3500,"273,5"
2013,BMW,X5,4,3001,"290,5"
2013,CHEVR,CRUZE,,1400,"174,5"
2013,HYUND,ELANT,8,1804,"175,333333333333"
2013,HYUND,SANTA,4,,244
2013,LEXUS,LX,8,5700,380
2013,TOYOT,XD,4,1800,"196,9534842926"
2014,CHRYS,TOWN,6,3600,"272,5"
2014,KIA,OPTIM,4,2400,"163,333333333333"
2014,MERCE,C,6,3000,"241,75"
2015,FORD,EDGE,6,,"269,75"
2015,NISSA,ROGUE,,2509,"193,5"
2015,SUBAR,FORES,6,2000,216
2015,VOLKS,GTI,5,2000,"197,06252807682"
2016,ACURA,ILX,4,2400,189
2016,DODGE,VIPER,8,8396,364
2016,NISSA,VERSA,6,3509,170
2016,VOLKS,E-GOL,,,"191,6337265528"
2017,CHEVR,COLOR,,3608,297
2017,HONDA,CIVIC,4,3493,"167,75"
2017,MAZDA,,4,2493,"195,579474231411"
2017,MERCE,GLA,,2001,170
2018,FIAT,500L,4,1394,221
2019,ACURA,RDX,6,,237
2019,SUBAR,FORES,,2493,192
1958,BMW,,,,"385,512"
1961,AUSTI,HEALE,4,,"376,404"
1961,VOLKS,BEETL,4,,"376,404"
1962,MERCU,COMET,6,,"373,367999999999"
1964,CHEVR,CORVA,4,,"367,296"
1965,CHEVR,CHEVE,6,,"364,26"
1965,CHEVR,VAN,8,,"364,26"
1967,FORD,FAIRL,8,,"358,188"
1971,CHEVR,CAPRI,8,,"346,044"
1972,LINCO,,8,,"343,008"
1972,PORSC,,4,,"343,008"
1973,MERCU,COMET,6,,"339,972"
1974,FORD,PICKU,8,,"336,936"
1975,CHEVR,K20,8,,"333,9"
1975,GMC,VANDU,8,,"333,9"
1975,JEEP,RENEG,6,,"333,9"
1977,VOLKS,COCCI,3,,"327,828"
1979,BUICK,SKYLA,6,,"321,756"
1979,FORD,THUND,8,,"321,756"
1981,VOLKS,RABBI,4,,"315,684"
1982,BMW,528,6,2700,"312,648"
1982,DATSU,720,4,2181,"312,648"
1983,FORD,BRONC,8,5756,"309,612"
1984,DODGE,600,6,2214,"306,576"
1984,MITSU,MONTE,8,,"306,576"
1985,MERCU,CAPRI,4,2296,"303,54"
1985,VOLVO,245,4,2312,"303,54"
1986,CHEVR,VAN,8,5700,"300,504"
1987,JEEP,WRANG,8,4231,"297,468"
1988,MERKU,XR4TI,4,2296,"294,432"
1989,BMW,320,4,,"291,396"
1989,OLDSM,TORON,6,3788,"291,396"
1990,AUDI,90,5,2312,"288,36"
1990,DODGE,CARAV,6,3296,"288,36"
1990,HYUND,SONAT,4,2345,"288,36"
1990,TOYOT,SUPRA,4,,"288,36"
1991,TOYOT,,3,,"285,324"
1992,ISUZU,TROOP,4,,"282,288"
1992,NISSA,NX,4,1607,"282,288"
1993,BUICK,RIVIE,6,3788,"279,251999999999"
1993,MERCU,SABLE,6,2985,"279,251999999999"
1994,OLDSM,CUTLA,4,3132,"276,216"
1994,PONTI,FIREF,4,1296,"276,216"
1995,DODGE,DAKOT,6,3900,"347,5"
1996,,,6,1970,"278,540813495254"
1996,FORD,MUSTA,6,4608,"256,5"
1996,LEXUS,LS,4,3969,278
1997,HONDA,CR-V,,1968,267
1997,TOYOT,RAV4,6,2001,"251,25"
1998,BMW,540,6,4395,315
1998,DODGE,DAKOT,8,5200,"404,5"
1999,DODGE,CARAV,,2968,283
1999,FERRA,F355,8,3493,506
1999,JEEP,GRAND,6,4700,335
1999,JEEP,WRANG,,2460,"334,706030150754"
1999,MERCE,,6,3199,"282,232484076433"
1999,MERCE,CLK,8,3198,290
1999,PLYMO,VOYAG,4,2968,283
1999,VOLKS,GOLF,8,1984,239
2000,CHEVR,CORVE,6,5740,293
2000,CHRYS,CIRRU,6,2427,269
2000,HONDA,CIVIC,8,1591,206
2002,MAZDA,PROTE,4,1600,214
2002,MITSU,MONTE,6,2968,"253,294016216934"
2002,SUZUK,XL7,4,2739,"324,5"
2003,DODGE,DAKOT,,3919,359
